,ShoeName,URL,no_colors,price_reduce,price,price_,Category
45,TERREX AX4 Mid GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-ax4-mid-gore-tex-hiking-shoes/IF4850.html,2 colors,$70,$140,-,Women's TERREX
46,Adistar CS 2.0 Running Shoes,https://www.adidas.com/us/adistar-cs-2.0-running-shoes/HP9641.html,3 colors,$64,$160,-,Women's Running
47,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5971.html,18 colors,$56,$140,-,WOMEN Sportswear
0,adidas by Stella McCartney Sportswear Shoe,https://www.adidas.com/us/adidas-by-stella-mccartney-sportswear-shoe/HP3213.html,3 colors,$196,$280,-,WOMEN adidas by Stella McCartney
1,Switch FWD Running Shoes,https://www.adidas.com/us/switch-fwd-running-shoes/ID1785.html,6 colors,$56,$140,-,Women's Running
2,TERREX Free Hiker GORE-TEX 2.0 Hiking Shoes,https://www.adidas.com/us/terrex-free-hiker-gore-tex-2.0-hiking-shoes/IE2163.html,8 colors,$138,$230,-,Women's TERREX
3,Racer TR23 Shoes,https://www.adidas.com/us/racer-tr23-shoes/IF0043.html,11 colors,$56,$80,-,Women's Essentials
4,Ultra adidas 4D Shoes,https://www.adidas.com/us/ultra-adidas-4d-shoes/HP9737.html,7 colors,$154,$220,-,WOMEN Sportswear
5,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/ID7801.html,6 colors,$105,$150,-,WOMEN Originals
6,adidas 4DFWD 2 Running Shoes,https://www.adidas.com/us/adidas-4dfwd-2-running-shoes/HP7646.html,2 colors,$80,$200,-,Women's Running
7,X_PLRPHASE Shoes,https://www.adidas.com/us/x_plrphase-shoes/ID9620.html,7 colors,$44,$110,-,Women's Sportswear
8,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/IE1778.html,3 colors,$67,$190,-,Women's Running
9,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IF8069.html,6 colors,$55,$110,-,WOMEN Originals
10,adidas 4DFWD 2 Running Shoes,https://www.adidas.com/us/adidas-4dfwd-2-running-shoes/HP7647.html,2 colors,$110,$200,-,Women's Running
11,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GZ4963.html,50 colors,$48,$160,-,Women's Originals
12,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IF8068.html,6 colors,$77,$110,-,WOMEN Originals
13,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/FX7484.html,22 colors,$74,$105,-,Women's Originals
14,X Crazyfast + Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast--plus-firm-ground-soccer-cleats/HQ4512.html,"2 colors, Firm Ground",$225,$300,-,WOMEN Soccer
15,Adizero Adios Pro 3 Running Shoes,https://www.adidas.com/us/adizero-adios-pro-3-running-shoes/ID8472.html,3 colors,$175,$250,-,Women's Running
16,Response Super 3.0 Running Shoes,https://www.adidas.com/us/response-super-3.0-running-shoes/HP5939.html,3 colors,$54,$90,-,Women's Running
17,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IE9872.html,6 colors,$77,$110,-,WOMEN Originals
18,Superstar Millencon Shoes,https://www.adidas.com/us/superstar-millencon-shoes/HQ6039.html,3 colors,$44,$125,-,Women's Originals
19,NMD_W1 Shoes,https://www.adidas.com/us/nmd_w1-shoes/IE0251.html,10 colors,$128,$160,-,Women's Originals
20,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IE5195.html,6 colors,$105,$150,-,WOMEN Originals
21,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9424.html,18 colors,$63,$140,-,WOMEN Sportswear
22,Y-3 Rivalry,https://www.adidas.com/us/y-3-rivalry/ID5499.html,4 colors,$240,$400,-,WOMEN Y-3
23,X Crazyfast.3 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.3-laceless-firm-ground-soccer-cleats/GY7425.html,"4 colors, Firm Ground",$75,$100,-,WOMEN Soccer
24,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9422.html,18 colors,$56,$140,-,WOMEN Sportswear
25,Eastrail 2.0 Hiking Shoes,https://www.adidas.com/us/eastrail-2.0-hiking-shoes/HQ0936.html,-,$72,$90,-,Women's TERREX
26,Copa Pure II+ Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure-ii-plus-firm-ground-soccer-cleats/IE4893.html,Firm Ground,$188,$250,-,WOMEN Soccer
27,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/GX4361.html,22 colors,$60,$100,-,Women's Originals
28,AVACOURT SHOES,https://www.adidas.com/us/avacourt-shoes/IE2430.html,4 colors,$60,$150,-,Women's Tennis
29,Ultra 4D Running Shoes,https://www.adidas.com/us/ultra-4d-running-shoes/GZ1336.html,3 colors,$132,$220,-,WOMEN Running
30,Adi2000 X Shoes,https://www.adidas.com/us/adi2000-x-shoes/HQ7152.html,2 colors,$66,$110,-,Women's Originals
31,Runfalcon 3 Running Shoes,https://www.adidas.com/us/runfalcon-3-running-shoes/HP7557.html,10 colors,$43,$65,-,Women's Running
32,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ6350.html,3 colors,$133,$190,-,Women's Running
33,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/ID5409.html,5 colors,$70,$100,-,WOMEN Sportswear
34,Forum Mid Shoes,https://www.adidas.com/us/forum-mid-shoes/G57984.html,5 colors,$66,$110,-,Women's Originals
35,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/HQ1937.html,22 colors,$88,$110,-,Women's Originals
36,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/IG0647.html,6 colors,$56,$140,-,Women's Sportswear
37,Ozelia Shoes,https://www.adidas.com/us/ozelia-shoes/H04269.html,8 colors,$72,$110,-,Women's Originals
38,Miami Rivalry Low Shoes,https://www.adidas.com/us/miami-rivalry-low-shoes/IE7703.html,16 colors,$55,$110,-,WOMEN Originals
39,TERREX FREE HIKER 2 MWN,https://www.adidas.com/us/terrex-free-hiker-2-mwn/HQ8915.html,2 colors,$77,$220,-,WOMEN TERREX
40,Hyperturf Adventure Shoes,https://www.adidas.com/us/hyperturf-adventure-shoes/HQ4313.html,2 colors,$56,$140,-,WOMEN Originals
41,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GZ0038.html,"6 colors, Firm Ground",$208,$260,-,WOMEN Soccer
42,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9587.html,2 colors,$64,$160,-,Women's Sportswear
43,adizero Ubersonic 4 Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4-tennis-shoes/HR2034.html,3 colors,$70,$140,-,Women's Tennis
44,Forum XLG Shoes,https://www.adidas.com/us/forum-xlg-shoes/IE7351.html,4 colors,$52,$130,-,Women's Originals
45,Ultraboost 22 Running Shoes,https://www.adidas.com/us/ultraboost-22-running-shoes/GX5594.html,10 colors,$95,$190,-,Women's Running
46,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/IE4633.html,17 colors,$33,$110,-,Women's Originals
47,Retropy E5 Shoes,https://www.adidas.com/us/retropy-e5-shoes/HQ6962.html,12 colors,$78,$130,-,Women's Originals
0,Retropy E5 Shoes,https://www.adidas.com/us/retropy-e5-shoes/HQ6962.html,12 colors,$78,$130,-,Women's Originals
1,Box Hog 3 Shoes,https://www.adidas.com/us/box-hog-3-shoes/FZ5306.html,-,$60,$100,-,WOMEN Boxing
2,TERREX Free Hiker GORE-TEX 2.0 Hiking Shoes,https://www.adidas.com/us/terrex-free-hiker-gore-tex-2.0-hiking-shoes/HP7493.html,8 colors,$138,$230,-,Women's TERREX
3,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/GZ9582.html,5 colors,$70,$100,-,WOMEN Sportswear
4,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/IE1890.html,5 colors,$70,$100,-,WOMEN Sportswear
5,adidas 4DFWD 2 Running Shoes,https://www.adidas.com/us/adidas-4dfwd-2-running-shoes/HP7649.html,8 colors,$80,$200,-,Women's Running
6,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GW0907.html,2 colors,$56,$140,-,Women's Running
7,Grambling State Ultraboost 1.0 Shoes,https://www.adidas.com/us/grambling-state-ultraboost-1.0-shoes/IG5891.html,17 colors,$140,$200,-,WOMEN Sportswear
8,Puremotion Shoes,https://www.adidas.com/us/puremotion-shoes/FY9817.html,3 colors,$45,$75,-,Women's Essentials
9,Switch FWD Running Shoes,https://www.adidas.com/us/switch-fwd-running-shoes/ID1788.html,2 colors,$112,$140,-,Women's Running
10,Five Ten Trailcross GORE-TEX® Mountain Bike Shoes,https://www.adidas.com/us/five-ten-trailcross-gore-tex-mountain-bike-shoes/S29146.html,3 colors,$176,$220,-,WOMEN Five Ten
11,Duramo SL Running Shoes,https://www.adidas.com/us/duramo-sl-running-shoes/IF7876.html,7 colors,$46,$70,-,Women's Running
12,Rapidmove ADV Training Shoes,https://www.adidas.com/us/rapidmove-adv-training-shoes/IF3201.html,2 colors,$108,$120,-,Women's Training
13,Duramo SL 2.0 Running Shoes,https://www.adidas.com/us/duramo-sl-2.0-running-shoes/GX0709.html,-,$56,$70,-,Women's Running
14,TERREX Swift R3 GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-swift-r3-gore-tex-hiking-shoes/FW2779.html,4 colors,$96,$160,-,Women's TERREX
15,adizero Ubersonic 4 Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4-tennis-shoes/HR2034.html,3 colors,$70,$140,-,Women's Tennis
16,Forum Bold Shoes,https://www.adidas.com/us/forum-bold-shoes/GW0590.html,7 colors,$60,$100,-,Women's Originals
17,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/ID4658.html,3 colors,$77,$110,-,WOMEN Originals
18,Y-3 Shiku Run,https://www.adidas.com/us/y-3-shiku-run/HQ6667.html,-,$210,$350,-,WOMEN Y-3
19,X Crazyfast.1 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/GY7381.html,"4 colors, Firm Ground",$203,$270,-,WOMEN Soccer
20,Grambling State Rivalry Low Shoes,https://www.adidas.com/us/grambling-state-rivalry-low-shoes/IE7704.html,2 colors,$55,$110,-,WOMEN Originals
21,X Crazyfast.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-firm-ground-soccer-cleats/GY7416.html,"4 colors, Firm Ground",$195,$260,-,WOMEN Soccer
22,Switch FWD Running Shoes,https://www.adidas.com/us/switch-fwd-running-shoes/IF8185.html,2 colors,$98,$140,-,Women's Running
23,Superstar Bonega 2B Shoes,https://www.adidas.com/us/superstar-bonega-2b-shoes/HQ9884.html,2 colors,$75,$125,-,Women's Originals
24,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9601.html,2 colors,$64,$160,-,Women's Sportswear
25,NMD_S1 Shoes,https://www.adidas.com/us/nmd_s1-shoes/HQ4468.html,2 colors,$80,$200,-,Women's Originals
26,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/ID9664.html,24 colors,$124,$190,-,Women's Sportswear
27,Supernova 2.0 Running Shoes,https://www.adidas.com/us/supernova-2.0-running-shoes/GZ6939.html,7 colors,$60,$100,-,Women's Running
28,Superstar Bonega Shoes,https://www.adidas.com/us/superstar-bonega-shoes/IF4827.html,6 colors,$48,$120,-,Women's Originals
29,Adizero Ubersonic 4.1 Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4.1-tennis-shoes/ID1566.html,4 colors,$98,$140,-,Women's Tennis
30,Forum XLG Shoes,https://www.adidas.com/us/forum-xlg-shoes/IE0235.html,2 colors,$65,$130,-,Women's Originals
31,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/IG0645.html,6 colors,$56,$140,-,Women's Sportswear
32,Adizero Finesse Running Shoes,https://www.adidas.com/us/adizero-finesse-running-shoes/GV9091.html,2 colors,$91,$130,-,WOMEN Track & Field
33,Ultraboost 21 Running Shoes,https://www.adidas.com/us/ultraboost-21-running-shoes/FY0402.html,2 colors,$114,$190,-,Women's Running
34,Stan Smith Golf,https://www.adidas.com/us/stan-smith-golf/Q46252.html,2 colors,$72,$120,-,WOMEN Golf
35,TERREX Soulstride Flow Trail Running Shoes,https://www.adidas.com/us/terrex-soulstride-flow-trail-running-shoes/HP5571.html,2 colors,$52,$130,-,Women's TERREX
36,Hyperturf Shoes,https://www.adidas.com/us/hyperturf-shoes/GX4487.html,2 colors,$56,$140,-,WOMEN Originals
37,Forum Mid Shoes,https://www.adidas.com/us/forum-mid-shoes/IE7416.html,2 colors,$60,$120,-,Women's Originals
38,Ultraboost 21 Running Shoes,https://www.adidas.com/us/ultraboost-21-running-shoes/FY0404.html,2 colors,$108,$180,-,Women's Running
39,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/IF7616.html,22 colors,$66,$110,-,Women's Originals
40,Adizero Select Basketball Shoes,https://www.adidas.com/us/adizero-select-basketball-shoes/IE9320.html,2 colors,$55,$110,-,WOMEN Basketball
41,adidas by Stella McCartney Clogs,https://www.adidas.com/us/adidas-by-stella-mccartney-clogs/GW2050.html,3 colors,$96,$120,-,Women's adidas by Stella McCartney
42,Forum Bonega 2B Shoes,https://www.adidas.com/us/forum-bonega-2b-shoes/IG2396.html,-,$52,$130,-,Women's Originals
43,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9423.html,18 colors,$56,$140,-,WOMEN Sportswear
44,NMD_R1 V3 Shoes,https://www.adidas.com/us/nmd_r1-v3-shoes/HQ4278.html,2 colors,$85,$170,-,Women's Originals
45,Five Ten Freerider Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-pro-mountain-bike-shoes/IF7438.html,5 colors,$128,$160,-,Women's Five Ten
46,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/HQ9116.html,2 colors,$60,$170,-,Women's Originals
47,Adizero Select Basketball Shoes,https://www.adidas.com/us/adizero-select-basketball-shoes/IE9285.html,3 colors,$55,$110,-,WOMEN Basketball
0,Superstar Bonega 2B Shoes,https://www.adidas.com/us/superstar-bonega-2b-shoes/IG2395.html,2 colors,$50,$125,-,Women's Originals
1,Predator Accuracy+ Artificial Grass Soccer Cleats,https://www.adidas.com/us/predator-accuracy-plus-artificial-grass-soccer-cleats/IE9430.html,"2 colors, Artificial Grass",$240,$300,-,WOMEN Soccer
2,Predator Accuracy.1 Low Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-low-firm-ground-soccer-cleats/GW4575.html,"7 colors, Firm Ground",$200,$250,-,WOMEN Soccer
3,TERREX Free Hiker 2.0 Hiking Shoes,https://www.adidas.com/us/terrex-free-hiker-2.0-hiking-shoes/IF4929.html,9 colors,$120,$200,-,Women's TERREX
4,BYW Select Basketball Shoes,https://www.adidas.com/us/byw-select-basketball-shoes/IE9307.html,6 colors,$105,$140,-,WOMEN Basketball
5,Five Ten Freerider Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-pro-mountain-bike-shoes/IF7437.html,2 colors,$128,$160,-,Women's Five Ten
6,Cloudfoam Pure 2.0  Shoes,https://www.adidas.com/us/cloudfoam-pure-2.0--shoes/H04753.html,10 colors,$50,$75,-,Women's Sportswear
7,Duramo SL Running Shoes,https://www.adidas.com/us/duramo-sl-running-shoes/ID9853.html,7 colors,$49,$70,-,Women's Running
8,Ultraboost 22 Running Shoes,https://www.adidas.com/us/ultraboost-22-running-shoes/GX5592.html,10 colors,$95,$190,-,Women's Running
9,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GZ5892.html,19 colors,$28,$35,-,WOMEN Yoga
10,Terrex Free Hiker 2.0 Low GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-free-hiker-2.0-low-gore-tex-hiking-shoes/IG3200.html,3 colors,$144,$180,-,Women's TERREX
11,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/FZ6583.html,22 colors,$88,$110,-,Women's Originals
12,Avaflash Low Tennis Shoes,https://www.adidas.com/us/avaflash-low-tennis-shoes/HP5272.html,4 colors,$39,$85,-,Women's Tennis
13,Ultra 4D Running Shoes,https://www.adidas.com/us/ultra-4d-running-shoes/IG2262.html,7 colors,$99,$220,-,WOMEN Running
14,Forum Low Shoes,https://www.adidas.com/us/forum-low-shoes/IF2740.html,2 colors,$55,$110,-,Women's Originals
15,Solarmotion BOA Golf Shoes,https://www.adidas.com/us/solarmotion-boa-golf-shoes/GV9394.html,3 colors,$112,$160,-,Women's Golf
16,Dropset Training Shoes,https://www.adidas.com/us/dropset-training-shoes/GW3898.html,-,$91,$130,-,Women's HIIT
17,The Velosamba Made with Nature Cycling Shoes,https://www.adidas.com/us/the-velosamba-made-with-nature-cycling-shoes/IE7023.html,5 colors,$135,$150,-,WOMEN Cycling
18,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/ID5411.html,5 colors,$70,$100,-,WOMEN Sportswear
19,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/HP3144.html,11 colors,$72,$160,-,Women's Sportswear
20,NMD_S1 Sock Shoes,https://www.adidas.com/us/nmd_s1-sock-shoes/ID4266.html,-,$154,$220,-,Women's Originals
21,Solarmotion BOA Golf Shoes,https://www.adidas.com/us/solarmotion-boa-golf-shoes/HP3231.html,3 colors,$80,$160,-,Women's Golf
22,Texas A&M Rivalry Low Shoes,https://www.adidas.com/us/texas-a-m-rivalry-low-shoes/IE7702.html,2 colors,$66,$110,-,WOMEN Originals
23,Avacourt Tennis Shoes,https://www.adidas.com/us/avacourt-tennis-shoes/ID1541.html,-,$53,$150,-,Women's Tennis
24,ZNSORED Shoes,https://www.adidas.com/us/znsored-shoes/HP5986.html,5 colors,$56,$80,-,WOMEN Sportswear
25,CODECHAOS 22 Spikeless Golf Shoes,https://www.adidas.com/us/codechaos-22-spikeless-golf-shoes/GX2614.html,4 colors,$78,$120,-,Women's Golf
26,Court Team Bounce 2.0 Shoes,https://www.adidas.com/us/court-team-bounce-2.0-shoes/HR1235.html,2 colors,$68,$85,-,Women's Training
27,NMD_W1 Shoes,https://www.adidas.com/us/nmd_w1-shoes/IE9884.html,10 colors,$64,$160,-,Women's Originals
28,Adizero Select Basketball Shoes,https://www.adidas.com/us/adizero-select-basketball-shoes/IE9319.html,2 colors,$77,$110,-,WOMEN Basketball
29,TERREX Free Hiker 2 GORE-TEX Hiking Shoe,https://www.adidas.com/us/terrex-free-hiker-2-gore-tex-hiking-shoe/GZ3313.html,8 colors,$115,$230,-,Women's TERREX
30,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/IG0646.html,6 colors,$56,$140,-,Women's Sportswear
31,Puremotion 2.0 Shoes,https://www.adidas.com/us/puremotion-2.0-shoes/IF2773.html,5 colors,$60,$75,-,Women's Essentials
32,Ultraboost DNA XXII Shoes,https://www.adidas.com/us/ultraboost-dna-xxii-shoes/GX6848.html,2 colors,$133,$190,-,WOMEN Sportswear
33,TERREX FREE HIKER 2 C.RDY W,https://www.adidas.com/us/terrex-free-hiker-2-c.rdy-w/IG0248.html,2 colors,$208,$260,-,Women's TERREX
34,adidas by Stella McCartney ULTRABOOST SPEED,https://www.adidas.com/us/adidas-by-stella-mccartney-ultraboost-speed/IF0433.html,3 colors,$140,$280,-,WOMEN adidas by Stella McCartney
35,adidas by Stella McCartney Seeulater Shoes,https://www.adidas.com/us/adidas-by-stella-mccartney-seeulater-shoes/ID1890.html,3 colors,$110,$220,-,WOMEN adidas by Stella McCartney
36,aSMC x TERREX HIKING BOOT,https://www.adidas.com/us/asmc-x-terrex-hiking-boot/IG0145.html,4 colors,$175,$250,-,Women's adidas by Stella McCartney
37,adidas x Marimekko Superstar Shoes,https://www.adidas.com/us/adidas-x-marimekko-superstar-shoes/HP9779.html,22 colors,$63,$105,-,Women's Originals
38,X Crazyfast.1 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/FZ6563.html,"4 colors, Firm Ground",$203,$270,-,WOMEN Soccer
39,Copa Gloro Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-gloro-firm-ground-soccer-cleats/GY9045.html,Firm Ground,$60,$100,-,WOMEN Soccer
40,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GW0906.html,2 colors,$56,$140,-,Women's Running
41,CODECHAOS Laceless Golf Shoes,https://www.adidas.com/us/codechaos-laceless-golf-shoes/IG5358.html,2 colors,$110,$220,-,WOMEN Golf
42,Five Ten Hiangle Climbing Shoes,https://www.adidas.com/us/five-ten-hiangle-climbing-shoes/EE9071.html,-,$128,$160,-,Women's Five Ten
43,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/IF8188.html,18 colors,$56,$140,-,WOMEN Sportswear
44,Five Ten Freerider Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-mountain-bike-shoes/HQ2102.html,3 colors,$88,$110,-,Women's Five Ten
45,Five Ten Kirigami Climbing Shoes,https://www.adidas.com/us/five-ten-kirigami-climbing-shoes/EE8948.html,-,$80,$100,-,Women's Five Ten
46,Five Ten Trailcross XT Shoes,https://www.adidas.com/us/five-ten-trailcross-xt-shoes/HQ3565.html,3 colors,$128,$160,-,Women's Five Ten
47,adidas by Stella McCartney ULTRABOOST SPEED,https://www.adidas.com/us/adidas-by-stella-mccartney-ultraboost-speed/IF3250.html,3 colors,$126,$280,-,WOMEN adidas by Stella McCartney
0,Stan Smith Millencon Shoes,https://www.adidas.com/us/stan-smith-millencon-shoes/GZ9699.html,2 colors,$44,$125,-,Women's Originals
1,Y-3 Marathon Trail,https://www.adidas.com/us/y-3-marathon-trail/ID4121.html,3 colors,$198,$330,-,WOMEN Y-3
2,Barricade Parley Tennis Shoes,https://www.adidas.com/us/barricade-parley-tennis-shoes/GX6417.html,-,$96,$160,-,Women's Tennis
3,X Crazyfast Injection.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast-injection.1-firm-ground-soccer-cleats/IG0670.html,Firm Ground,$195,$260,-,WOMEN Soccer
4,ZG23 Golf Shoes,https://www.adidas.com/us/zg23-golf-shoes/GZ2176.html,3 colors,$140,$200,-,Women's Golf
5,Terrex AX4 Hiking Shoes,https://www.adidas.com/us/terrex-ax4-hiking-shoes/ID6738.html,2 colors,$45,$100,-,Women's TERREX
6,Five Ten Freerider Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-pro-mountain-bike-shoes/HQ3483.html,2 colors,$96,$160,-,Women's Five Ten
7,Exhibit Select CP Mid Basketball Shoes,https://www.adidas.com/us/exhibit-select-cp-mid-basketball-shoes/IE9338.html,2 colors,$91,$130,-,Women's Basketball
8,Hyperturf Adventure Shoes,https://www.adidas.com/us/hyperturf-adventure-shoes/HQ6605.html,2 colors,$56,$140,-,WOMEN Originals
9,Adilette Shower Slides,https://www.adidas.com/us/adilette-shower-slides/GZ5920.html,9 colors,$24,$30,-,WOMEN Yoga
10,Switch FWD Running Shoes,https://www.adidas.com/us/switch-fwd-running-shoes/FZ5685.html,6 colors,$70,$140,-,Women's Running
