,ShoeName,URL,no_colors,price_reduce,price,price_,Category
30,NMD S1 Shoes,https://www.adidas.com/us/nmd-s1-shoes/GZ9798.html,2 colors,$88,$250,-,Men's Originals
31,Mahomes 1 Impact FLX Shoes,https://www.adidas.com/us/mahomes-1-impact-flx-shoes/HQ2074.html,6 colors,$84,$140,-,MEN Football
32,Adimule Lea Slides,https://www.adidas.com/us/adimule-lea-slides/GY2555.html,-,$68,$90,-,MEN Originals
33,Stan Smith Crepe Shoes,https://www.adidas.com/us/stan-smith-crepe-shoes/IG5531.html,6 colors,$102,$145,-,Men's Originals
34,Freak Ultra 23 Inline Cleats,https://www.adidas.com/us/freak-ultra-23-inline-cleats/GW4171.html,2 colors,$70,$200,-,Men's Football
35,Adicane Slides,https://www.adidas.com/us/adicane-slides/ID7189.html,4 colors,$40,$50,-,MEN Sportswear
36,Icon 7 Cleats,https://www.adidas.com/us/icon-7-cleats/FZ1558.html,3 colors,$36,$90,-,Men's Baseball
37,OZWEEGO x Disney Shoes,https://www.adidas.com/us/ozweego-x-disney-shoes/IE8367.html,-,$60,$120,-,Men's Originals
38,Orketro Shoes,https://www.adidas.com/us/orketro-shoes/IE4216.html,2 colors,$96,$160,-,Men's Originals
39,TERREX Free Hiker 2 GORE-TEX Hiking Shoe,https://www.adidas.com/us/terrex-free-hiker-2-gore-tex-hiking-shoe/GV8900.html,7 colors,-,-,$230,Men's TERREX
40,NMD_G1 Shoes,https://www.adidas.com/us/nmd_g1-shoes/IF2247.html,7 colors,$105,$150,-,Men's Originals
41,Adilette Aqua Slides,https://www.adidas.com/us/adilette-aqua-slides/EG1758.html,11 colors,$23,$28,-,MEN Yoga
42,Top 10 2000 Shoes,https://www.adidas.com/us/top-10-2000-shoes/FZ6224.html,2 colors,$84,$140,-,Men's Originals
43,Nizza RF Shoes,https://www.adidas.com/us/nizza-rf-shoes/EF1883.html,4 colors,$56,$80,-,MEN Originals
44,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/H06258.html,-,$98,$140,-,Men's Originals
45,The Velosamba Vegan Cycling Shoes,https://www.adidas.com/us/the-velosamba-vegan-cycling-shoes/GY5597.html,7 colors,$98,$130,-,MEN Cycling
46,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GW4571.html,"6 colors, Firm Ground",$200,$250,-,MEN Soccer
47,X Crazyfast+ Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast-plus-firm-ground-soccer-cleats/GY7377.html,"2 colors, Firm Ground",$225,$300,-,MEN Soccer
0,Adizero Afterburner NWV Cleats,https://www.adidas.com/us/adizero-afterburner-nwv-cleats/HP2179.html,2 colors,$56,$140,-,Men's Baseball
1,ZG21 Motion Recycled Polyester Golf Shoes,https://www.adidas.com/us/zg21-motion-recycled-polyester-golf-shoes/G57769.html,-,$108,$180,-,Men's Golf
2,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5980.html,5 colors,$56,$140,-,MEN Sportswear
3,TERREX Agravic Flow GORE-TEX 2.0 Trail Running Shoes,https://www.adidas.com/us/terrex-agravic-flow-gore-tex-2.0-trail-running-shoes/HR1111.html,4 colors,$128,$160,-,Men's TERREX
4,Predator Accuracy Injection.2 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy-injection.2-firm-ground-soccer-cleats/IG0781.html,Firm Ground,$120,$160,-,MEN Soccer
5,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/HQ4203.html,3 colors,$133,$190,-,Men's Sportswear
6,Rivalry Low 86 Shoes,https://www.adidas.com/us/rivalry-low-86-shoes/IE7137.html,3 colors,$60,$120,-,Men's Originals
7,Vulc Raid3r Shoes,https://www.adidas.com/us/vulc-raid3r-shoes/HP6555.html,3 colors,$44,$55,-,MEN Essentials
8,Hyperturf Adventure Shoes,https://www.adidas.com/us/hyperturf-adventure-shoes/FZ6580.html,13 colors,$112,$140,-,Men's Originals
9,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/ID9686.html,3 colors,$133,$190,-,Men's Sportswear
10,TERREX Free Hiker 2.0 Hiking Shoes,https://www.adidas.com/us/terrex-free-hiker-2.0-hiking-shoes/HQ8396.html,13 colors,$80,$200,-,Men's TERREX
11,Torsion Super Shoes,https://www.adidas.com/us/torsion-super-shoes/GZ9801.html,3 colors,$91,$130,-,Men's Originals
12,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GW4572.html,"3 colors, Firm Ground",$125,$250,-,MEN Soccer
13,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/HP9833.html,4 colors,$68,$170,-,Men's Originals
14,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/HQ4446.html,4 colors,$111,$170,-,Men's Originals
15,The Velosamba Vegan Cycling Shoes,https://www.adidas.com/us/the-velosamba-vegan-cycling-shoes/HQ6709.html,7 colors,$98,$130,-,MEN Cycling
16,SoleMatch Control Tennis Shoes,https://www.adidas.com/us/solematch-control-tennis-shoes/HQ8437.html,5 colors,$84,$120,-,Men's Tennis
17,TERREX AX4 Mid GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-ax4-mid-gore-tex-hiking-shoes/IF4849.html,2 colors,$105,$140,-,Men's TERREX
18,Adilette Sandals,https://www.adidas.com/us/adilette-sandals/HP3007.html,4 colors,$32,$40,-,MEN Sportswear
19,Adizero Afterburner NMV TPU Cleats,https://www.adidas.com/us/adizero-afterburner-nmv-tpu-cleats/GZ6513.html,3 colors,$112,$140,-,Men's Baseball
20,adidas by Stella McCartney Solarglide Shoes,https://www.adidas.com/us/adidas-by-stella-mccartney-solarglide-shoes/HR1923.html,3 colors,$99,$220,-,Men's adidas by Stella McCartney
21,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GV9735.html,2 colors,$32,$40,-,MEN Yoga
22,Icon 7 Cleats,https://www.adidas.com/us/icon-7-cleats/FZ1556.html,2 colors,$36,$90,-,Men's Baseball
23,Rivalry Low Shoes,https://www.adidas.com/us/rivalry-low-shoes/IE4871.html,16 colors,$55,$110,-,Men's Originals
24,Five Ten Kirigami Climbing Shoes,https://www.adidas.com/us/five-ten-kirigami-climbing-shoes/EE8935.html,-,$80,$100,-,MEN Five Ten
25,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GW4570.html,"3 colors, Firm Ground",$200,$250,-,MEN Soccer
26,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/ID9681.html,3 colors,$133,$190,-,Men's Sportswear
27,Superstar Ripple Shoes,https://www.adidas.com/us/superstar-ripple-shoes/IG0246.html,-,$98,$140,-,Men's Originals
28,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9434.html,17 colors,$72,$160,-,Men's Sportswear
29,CourtJam Control Tennis Shoes,https://www.adidas.com/us/courtjam-control-tennis-shoes/ID1535.html,5 colors,$59,$90,-,Men's Tennis
30,ASU Ultraboost 1.0 Shoes,https://www.adidas.com/us/asu-ultraboost-1.0-shoes/IG5869.html,17 colors,$140,$200,-,MEN Sportswear
31,Adizero Cleats,https://www.adidas.com/us/adizero-cleats/GX7897.html,6 colors,$84,$120,-,Men's Football
32,Into the Metaverse Superstar Shoes,https://www.adidas.com/us/into-the-metaverse-superstar-shoes/IE1841.html,-,$82,$125,-,Men's Originals
33,NMD_S1 Shoes,https://www.adidas.com/us/nmd_s1-shoes/IG5537.html,2 colors,$140,$200,-,Men's Originals
34,Harden Volume 7 Basketball Shoes,https://www.adidas.com/us/harden-volume-7-basketball-shoes/HQ3425.html,9 colors,$112,$160,-,Men's Basketball
35,Adizero SL Running Shoes,https://www.adidas.com/us/adizero-sl-running-shoes/HQ1345.html,12 colors,$108,$120,-,Men's Running
36,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/ID2028.html,2 colors,$88,$110,-,Men's Originals
37,X_PLRPHASE Shoes,https://www.adidas.com/us/x_plrphase-shoes/IG4769.html,9 colors,$77,$110,-,Men's Sportswear
38,Five Ten NIAD VCS Climbing Shoes,https://www.adidas.com/us/five-ten-niad-vcs-climbing-shoes/FW2849.html,-,$120,$150,-,Men's Five Ten
39,Rivalry Low TR Shoes,https://www.adidas.com/us/rivalry-low-tr-shoes/IE1666.html,2 colors,$55,$110,-,MEN Originals
40,Solarglide 6 Running Shoes,https://www.adidas.com/us/solarglide-6-running-shoes/GV9152.html,4 colors,$104,$130,-,Men's Running
41,Predator Accuracy.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.3-firm-ground-soccer-cleats/HQ1077.html,"5 colors, Firm Ground",$68,$90,-,MEN Soccer
42,Stan Smith Crepe Shoes,https://www.adidas.com/us/stan-smith-crepe-shoes/FZ6444.html,6 colors,$66,$145,-,Men's Originals
43,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/IF9839.html,11 colors,$54,$120,-,Men's Sportswear
44,Mahomes 1 Impact FLX Training Shoes,https://www.adidas.com/us/mahomes-1-impact-flx-training-shoes/IF4806.html,6 colors,$98,$140,-,MEN Football
45,Forum 84 Low Shoes,https://www.adidas.com/us/forum-84-low-shoes/FZ6292.html,8 colors,$60,$120,-,Men's Originals
46,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HQ4450.html,2 colors,$112,$160,-,Men's Originals
47,NMD_G1 Shoes,https://www.adidas.com/us/nmd_g1-shoes/ID7958.html,7 colors,$53,$150,-,Men's Originals
0,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IE4694.html,3 colors,$120,$160,-,Men's Originals
1,OZELIA Shoes,https://www.adidas.com/us/ozelia-shoes/IE2000.html,15 colors,$61,$110,-,Men's Originals
2,Lite Racer Adapt 4.0 Shoes,https://www.adidas.com/us/lite-racer-adapt-4.0-shoes/GY0722.html,3 colors,$39,$65,-,Men's Essentials
3,Lite Racer Adapt 4.0 Shoes,https://www.adidas.com/us/lite-racer-adapt-4.0-shoes/H04828.html,3 colors,$49,$70,-,Men's Essentials
4,Ultraboost Light Shoes,https://www.adidas.com/us/ultraboost-light-shoes/HP3343.html,22 colors,$76,$190,-,Men's Running
5,Rivalry Low Shoes,https://www.adidas.com/us/rivalry-low-shoes/IG0078.html,16 colors,$99,$110,-,Men's Originals
6,Swift Run 1.0 Shoes,https://www.adidas.com/us/swift-run-1.0-shoes/IE7474.html,7 colors,$63,$90,-,Men's Sportswear
7,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/HR0071.html,39 colors,$100,$200,-,Men's Sportswear
8,Five Ten Hellcat Mountain Bike Shoes,https://www.adidas.com/us/five-ten-hellcat-mountain-bike-shoes/FW3756.html,2 colors,$128,$160,-,Men's Five Ten
9,Adilette Clogs,https://www.adidas.com/us/adilette-clogs/GZ5888.html,5 colors,$20,$50,-,MEN Yoga
10,X Crazyfast.3 Turf Soccer Shoes,https://www.adidas.com/us/x-crazyfast.3-turf-soccer-shoes/ID9337.html,"3 colors, Turf",$86,$95,-,MEN Soccer
11,Nasty 2.0 Cleats,https://www.adidas.com/us/nasty-2.0-cleats/GX7962.html,4 colors,$77,$140,-,Men's Football
12,Predator Accuracy.3 Turf Soccer Shoes,https://www.adidas.com/us/predator-accuracy.3-turf-soccer-shoes/FZ6116.html,"4 colors, Turf",$68,$90,-,MEN Soccer
13,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IF8030.html,3 colors,$105,$150,-,Men's Originals
14,Adilette Ayoon Slides,https://www.adidas.com/us/adilette-ayoon-slides/IF7629.html,5 colors,$43,$50,-,MEN Originals
15,Adizero 12.0 100 Years of Disney Football Cleats,https://www.adidas.com/us/adizero-12.0-100-years-of-disney-football-cleats/IG9724.html,3 colors,$104,$130,-,Men's Football
16,adidas by Stella McCartney Seeulater Shoes,https://www.adidas.com/us/adidas-by-stella-mccartney-seeulater-shoes/ID1889.html,3 colors,$154,$220,-,MEN adidas by Stella McCartney
17,BYW Select Shoes,https://www.adidas.com/us/byw-select-shoes/IF0006.html,6 colors,$90,$150,-,MEN Basketball
18,Predator Accuracy.1 Artificial Grass Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-artificial-grass-soccer-cleats/IE9488.html,"2 colors, Artificial Grass",$208,$260,-,MEN Soccer
19,Retropy P9 Shoes,https://www.adidas.com/us/retropy-p9-shoes/GW0551.html,-,$48,$160,-,Men's Originals
20,Rivalry Low 86 Shoes,https://www.adidas.com/us/rivalry-low-86-shoes/GZ2556.html,2 colors,$77,$110,-,Men's Originals
21,adidas by Stella McCartney Court Slip-On Shoes,https://www.adidas.com/us/adidas-by-stella-mccartney-court-slip-on-shoes/IG7076.html,4 colors,$63,$180,-,MEN adidas by Stella McCartney
22,Predator Accuracy.2 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.2-firm-ground-soccer-cleats/FZ6107.html,"4 colors, Firm Ground",$113,$150,-,MEN Soccer
23,Orketro Shoes,https://www.adidas.com/us/orketro-shoes/GX3129.html,4 colors,$98,$140,-,Men's Originals
24,X Crazyfast.1 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/GY7378.html,"4 colors, Firm Ground",$203,$270,-,MEN Soccer
25,Rivalry 86 Low 001 Shoes,https://www.adidas.com/us/rivalry-86-low-001-shoes/ID8252.html,-,$84,$120,-,Men's Originals
26,ZNSORED HI Shoes,https://www.adidas.com/us/znsored-hi-shoes/GZ2291.html,5 colors,$72,$90,-,MEN Sportswear
27,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/HQ4196.html,39 colors,$100,$200,-,Men's Sportswear
28,Adizero Primeknit Cleats,https://www.adidas.com/us/adizero-primeknit-cleats/GX5421.html,3 colors,$126,$180,-,Men's Football
29,Courtjam Control Tennis Shoes,https://www.adidas.com/us/courtjam-control-tennis-shoes/GW2554.html,2 colors,$54,$90,-,Men's Tennis
30,ZNSORED Shoes,https://www.adidas.com/us/znsored-shoes/HP5988.html,5 colors,$64,$80,-,MEN Sportswear
31,Superstar Supermodified Shoes,https://www.adidas.com/us/superstar-supermodified-shoes/H03740.html,-,$88,$125,-,Men's Originals
32,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GZ0032.html,"7 colors, Firm Ground",$208,$260,-,MEN Soccer
33,TERREX Skychaser Tech GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-skychaser-tech-gore-tex-hiking-shoes/GV9034.html,-,$248,$275,-,MEN TERREX
34,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/FZ4215.html,6 colors,$55,$100,-,Men's Baseball
35,Five Ten Sleuth DLX Canvas Mountain Bike Shoes,https://www.adidas.com/us/five-ten-sleuth-dlx-canvas-mountain-bike-shoes/GZ9865.html,3 colors,$72,$120,-,Men's Five Ten
36,Five Ten SLEUTH bike shoe,https://www.adidas.com/us/five-ten-sleuth-bike-shoe/GY5214.html,5 colors,$72,$90,-,Men's Five Ten
37,Ultraboost Made to Be Remade 2.0 Running Shoes,https://www.adidas.com/us/ultraboost-made-to-be-remade-2.0-running-shoes/HP3064.html,-,$126,$210,-,Men's Running
38,TERREX Free Hiker Made To Be Remade Shoes,https://www.adidas.com/us/terrex-free-hiker-made-to-be-remade-shoes/GW4302.html,2 colors,$193,$275,-,MEN TERREX
39,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/FZ4217.html,6 colors,$50,$100,-,Men's Baseball
40,Icon 7 TPU Cleats,https://www.adidas.com/us/icon-7-tpu-cleats/FZ1560.html,2 colors,$34,$85,-,Men's Baseball
41,adidas Five Ten Freerider Pro Canvas Mountain Bike Shoes,https://www.adidas.com/us/adidas-five-ten-freerider-pro-canvas-mountain-bike-shoes/HQ2109.html,6 colors,$128,$160,-,Men's Five Ten
42,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/H00971.html,6 colors,$50,$100,-,Men's Baseball
43,Adicross Lo BOOST Golf Shoes,https://www.adidas.com/us/adicross-lo-boost-golf-shoes/H03663.html,3 colors,$112,$160,-,MEN Golf
44,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/GY7479.html,39 colors,$100,$200,-,Men's Sportswear
45,Centennial 85 High Shoes,https://www.adidas.com/us/centennial-85-high-shoes/GY2537.html,2 colors,$98,$140,-,Men's Originals
46,Adilette Lite Slides,https://www.adidas.com/us/adilette-lite-slides/GZ6196.html,2 colors,$25,$35,-,MEN Originals
47,Forum Exhibit Mid Shoes,https://www.adidas.com/us/forum-exhibit-mid-shoes/FZ6278.html,2 colors,$84,$120,-,Men's Originals
0,Y-3 ITOGO,https://www.adidas.com/us/y-3-itogo/ID4464.html,-,$360,$600,-,MEN Y-3
1,Top 10 2000 Shoes,https://www.adidas.com/us/top-10-2000-shoes/HQ4622.html,-,$98,$140,-,Men's Originals
2,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/ID2151.html,-,$126,$140,-,Men's Originals
3,TERREX MADE TO BE REMADE FREE HIKER,https://www.adidas.com/us/terrex-made-to-be-remade-free-hiker/S29049.html,2 colors,$193,$275,-,Men's TERREX
4,Rivalry Low 86 Shoes,https://www.adidas.com/us/rivalry-low-86-shoes/ID4755.html,2 colors,$77,$110,-,Men's Originals
5,TERREX Agravic Flow 2.0 GORE-TEX Trail Running Shoes,https://www.adidas.com/us/terrex-agravic-flow-2.0-gore-tex-trail-running-shoes/H03182.html,4 colors,$90,$150,-,Men's TERREX
6,CodeChaos Golf Shoes,https://www.adidas.com/us/codechaos-golf-shoes/GW5995.html,-,$60,$150,-,Men's Golf
7,Y-3 Slides,https://www.adidas.com/us/y-3-slides/HQ3665.html,7 colors,$120,$200,-,MEN Y-3
8,X Crazyfast Injection.1 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast-injection.1-laceless-firm-ground-soccer-cleats/IG0765.html,Firm Ground,$203,$270,-,MEN Soccer
9,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GZ6412.html,17 colors,$32,$40,-,MEN Sportswear
10,Five Ten Trail Cross Mid Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-trail-cross-mid-pro-mountain-bike-shoes/GY5121.html,2 colors,$144,$180,-,Men's Five Ten
11,adizero Ubersonic 4 Clay Court Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4-clay-court-tennis-shoes/HQ5930.html,-,$98,$140,-,Men's Tennis
12,Go-To Spikeless 1 Golf Shoes,https://www.adidas.com/us/go-to-spikeless-1-golf-shoes/GV6905.html,4 colors,$112,$160,-,Men's Golf
13,Forum 84 Low Shoes,https://www.adidas.com/us/forum-84-low-shoes/GX4537.html,2 colors,-,-,-,Men's Originals
14,Icon 7 TPU Cleats,https://www.adidas.com/us/icon-7-tpu-cleats/S23882.html,2 colors,$51,$85,-,Men's Baseball
15,Solarmotion Spikeless Shoes,https://www.adidas.com/us/solarmotion-spikeless-shoes/GX9013.html,4 colors,$78,$130,-,Men's Golf
16,adi2000 Shoes,https://www.adidas.com/us/adi2000-shoes/GX4634.html,4 colors,$88,$110,-,MEN Originals
17,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/HR0070.html,39 colors,$100,$200,-,Men's Sportswear
18,Icon 7 Cleats,https://www.adidas.com/us/icon-7-cleats/S23853.html,6 colors,$54,$90,-,Men's Baseball
19,Harden Volume 7 Basketball Shoes,https://www.adidas.com/us/harden-volume-7-basketball-shoes/GW4464.html,9 colors,$112,$160,-,Men's Basketball
20,Solarthon Primegreen Spikeless Golf Shoes,https://www.adidas.com/us/solarthon-primegreen-spikeless-golf-shoes/FZ1025.html,-,$90,$150,-,MEN Golf
21,Torsion Super Shoes,https://www.adidas.com/us/torsion-super-shoes/GZ9802.html,3 colors,$91,$130,-,Men's Originals
22,Originals Torsion Super Shoes,https://www.adidas.com/us/originals-torsion-super-shoes/IE4212.html,2 colors,$104,$130,-,Men's Originals
23,Predator Accuracy.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.3-firm-ground-soccer-cleats/GZ0024.html,"5 colors, Firm Ground",$81,$90,-,MEN Soccer
24,adidas 4D Krazed Shoes,https://www.adidas.com/us/adidas-4d-krazed-shoes/GX9595.html,3 colors,$90,$180,-,Men's Originals
25,The Gravel Cycling Shoes,https://www.adidas.com/us/the-gravel-cycling-shoes/HP5400.html,4 colors,$144,$180,-,MEN Cycling
26,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/IF8029.html,45 colors,$105,$150,-,Men's Originals
27,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HQ4452.html,45 colors,$128,$160,-,Men's Originals
28,Adizero Scorch Cleats,https://www.adidas.com/us/adizero-scorch-cleats/GX5126.html,2 colors,$81,$90,-,Men's Football
29,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/GW1798.html,4 colors,$84,$120,-,Men's Originals
30,ZG21 Motion Primegreen BOA Mid Golf Shoes,https://www.adidas.com/us/zg21-motion-primegreen-boa-mid-golf-shoes/H68593.html,-,$138,$230,-,Men's Golf
31,S2G BOA Spikeless Golf Shoes,https://www.adidas.com/us/s2g-boa-spikeless-golf-shoes/GV9789.html,2 colors,$77,$110,-,Men's Golf
32,Ultrabounce Running Shoes,https://www.adidas.com/us/ultrabounce-running-shoes/HP5771.html,9 colors,$72,$80,-,Men's Running
33,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/GY0025.html,2 colors,$81,$115,-,Men's Originals
34,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/GW2175.html,2 colors,$74,$105,-,Men's Originals
35,Icon 7 BOOST,https://www.adidas.com/us/icon-7-boost/S23851.html,6 colors,$60,$120,-,Men's Baseball
36,Five Ten NIAD Moccasym Climbing Shoes,https://www.adidas.com/us/five-ten-niad-moccasym-climbing-shoes/FW2853.html,-,$100,$125,-,Men's Five Ten
37,Oznova Shoes,https://www.adidas.com/us/oznova-shoes/HQ1970.html,6 colors,$91,$130,-,Men's Originals
38,Adilette Lite Slides,https://www.adidas.com/us/adilette-lite-slides/FU8298.html,4 colors,$28,$35,-,MEN Originals
39,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/FZ4216.html,6 colors,$40,$100,-,Men's Baseball
40,Adizero Afterburner NWV Cleats,https://www.adidas.com/us/adizero-afterburner-nwv-cleats/HP2178.html,10 colors,$84,$140,-,Men's Baseball
41,Icon 7 BOOST,https://www.adidas.com/us/icon-7-boost/FY4442.html,6 colors,$72,$120,-,Men's Baseball
42,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GZ0031.html,"2 colors, Firm Ground",$208,$260,-,MEN Soccer
43,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/HQ1449.html,8 colors,$112,$140,-,Men's Running
44,ZNSORED Shoes,https://www.adidas.com/us/znsored-shoes/HP5987.html,2 colors,$64,$80,-,MEN Sportswear
45,S2G Recycled Polyester Mid-Cut Golf Shoes,https://www.adidas.com/us/s2g-recycled-polyester-mid-cut-golf-shoes/FZ1035.html,-,$98,$140,-,Men's Golf
46,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/GX2084.html,34 colors,$128,$160,-,Men's Originals
47,SoleMatch Control Tennis Shoes,https://www.adidas.com/us/solematch-control-tennis-shoes/GY4690.html,5 colors,$84,$120,-,Men's Tennis
0,Five Ten Freerider EPS Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-eps-mountain-bike-shoes/FY9299.html,-,$70,$140,-,Men's Five Ten
1,Adilette Comfort Sandals,https://www.adidas.com/us/adilette-comfort-sandals/GV9712.html,2 colors,$20,$40,-,MEN Yoga
2,Freak Spark MD 23 Inline Football Cleats,https://www.adidas.com/us/freak-spark-md-23-inline-football-cleats/HP7711.html,2 colors,$50,$55,-,Men's Football
3,TERREX Trail Rider Trail Running Shoes,https://www.adidas.com/us/terrex-trail-rider-trail-running-shoes/HR1160.html,3 colors,$96,$120,-,Men's TERREX
4,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5982.html,18 colors,$98,$140,-,MEN Sportswear
5,Forum 84 Low Shoes,https://www.adidas.com/us/forum-84-low-shoes/FZ6298.html,2 colors,$60,$120,-,Men's Originals
6,NMD_S1 Shoes,https://www.adidas.com/us/nmd_s1-shoes/GW4654.html,14 colors,$140,$200,-,Men's Originals
7,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ6342.html,22 colors,$76,$190,-,Men's Running
8,TERREX Trail Rider Trail Running Shoes,https://www.adidas.com/us/terrex-trail-rider-trail-running-shoes/HR1157.html,3 colors,$88,$110,-,Men's TERREX
9,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/H00979.html,6 colors,$50,$100,-,Men's Baseball
10,Adizero Avanti TYO Running Shoes,https://www.adidas.com/us/adizero-avanti-tyo-running-shoes/GV9073.html,-,$105,$150,-,MEN Track & Field
11,Adizero RC 5 Running Shoes,https://www.adidas.com/us/adizero-rc-5-running-shoes/GX9781.html,-,$70,$100,-,MEN Running
12,Country XLG Shoes,https://www.adidas.com/us/country-xlg-shoes/ID0364.html,2 colors,$70,$100,-,Men's Originals
13,Adizero Afterburner 8 Cleats,https://www.adidas.com/us/adizero-afterburner-8-cleats/H00978.html,6 colors,$50,$100,-,Men's Baseball
14,Forum Mid Shoes,https://www.adidas.com/us/forum-mid-shoes/GY0005.html,7 colors,$90,$120,-,Men's Originals
15,TERREX Free Hiker 2 Hiking Shoe,https://www.adidas.com/us/terrex-free-hiker-2-hiking-shoe/GZ0682.html,13 colors,$160,$200,-,Men's TERREX
16,Web Boost Shoes,https://www.adidas.com/us/web-boost-shoes/HQ6991.html,4 colors,$128,$160,-,Men's Sportswear
17,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GZ5175.html,8 colors,$56,$140,-,Men's Running
18,Adizero Afterburner 8 Pro TPU Cleats,https://www.adidas.com/us/adizero-afterburner-8-pro-tpu-cleats/FZ4220.html,2 colors,$55,$100,-,Men's Baseball
19,TERREX Speed Ultra Trail Running Shoes,https://www.adidas.com/us/terrex-speed-ultra-trail-running-shoes/HR1120.html,4 colors,$96,$160,-,Men's TERREX
20,Freak 23 Mismatch Football Cleats,https://www.adidas.com/us/freak-23-mismatch-football-cleats/HP2443.html,3 colors,$77,$110,-,Men's Football
21,NMD_V3 GORE-TEX Shoes,https://www.adidas.com/us/nmd_v3-gore-tex-shoes/IF7983.html,2 colors,$95,$190,-,Men's Originals
22,Oztral Shoes,https://www.adidas.com/us/oztral-shoes/HP6568.html,3 colors,$65,$130,-,Men's Originals
23,Trae Unlimited Basketball Shoes,https://www.adidas.com/us/trae-unlimited-basketball-shoes/IF5609.html,7 colors,$86,$95,-,MEN Basketball
24,X_PLRPHASE Shoes,https://www.adidas.com/us/x_plrphase-shoes/IG4773.html,9 colors,$77,$110,-,Men's Sportswear
25,Hoops 3.0 Mid Classic Vintage Shoes,https://www.adidas.com/us/hoops-3.0-mid-classic-vintage-shoes/GY5543.html,4 colors,$68,$75,-,Men's Essentials
