,count_of_sizes,color_1,color_2,color_3,color_4,other_color,product_code
1963,0,Black,,White,,pink,IE9430
1964,0,Black,Blue,White,,grey,GW4575
1965,13,Black,Blue,White,,grey,IF4929
1966,13,Black,,White,Red,grey,IE9307
1967,0,Black,,White,,grey,IF7437
1968,0,Black,Blue,White,,purple,H04753
1969,0,Black,Blue,White,,grey,ID9853
1970,12,Black,,White,Red,grey,GX5592
1971,1,Black,Blue,White,Red,grey,GZ5892
1972,13,Black,,White,,grey,IG3200
1973,8,Black,Blue,White,Red,grey,FZ6583
1974,6,Black,Blue,White,,grey,HP5272
1975,0,Black,,White,Red,grey,IG2262
1976,6,,,White,,,IF2740
1977,12,,,White,,taupe,GV9394
1978,8,Black,,White,,,GW3898
1979,17,Black,Blue,White,Red,,IE7023
1980,12,Black,,White,,grey,ID5411
1981,11,Black,Blue,White,Red,grey,HP3144
1982,13,,,White,,,ID4266
1983,10,,,White,,taupe,HP3231
1984,18,Black,Blue,White,Red,grey,IE7702
1985,6,Black,,White,,grey,ID1541
1986,12,Black,,White,,grey,HP5986
1987,12,,Blue,White,Red,grey,GX2614
1988,16,Black,,White,,grey,HR1235
1989,1,Black,,White,,grey,IE9884
1990,10,Black,Blue,White,Red,,IE9319
1991,9,Black,Blue,White,Red,grey,GZ3313
1992,11,Black,Blue,White,Red,green,IG0646
1993,6,Black,,White,,grey,IF2773
1994,11,Black,,,Red,,GX6848
1995,13,Black,,White,,grey,IG0248
1996,7,Black,,White,,orange,IF0433
1997,8,Black,Blue,White,,grey,ID1890
1998,6,Black,,,Red,grey,IG0145
1999,1,Black,Blue,White,Red,grey,HP9779
2000,0,Black,,White,Red,,FZ6563
2001,0,Black,,White,,,GY9045
2002,0,Black,,White,,gold,GW0906
2003,13,,Blue,White,,grey,IG5358
2004,6,Black,,White,,,EE9071
2005,0,Black,Blue,White,Red,grey,IF8188
2006,0,Black,,White,,orange,HQ2102
2007,0,Black,,,Red,grey,EE8948
2008,0,,,White,Red,grey,HQ3565
2009,0,Black,,White,,orange,IF3250
2010,11,Black,,White,Red,,GZ9699
2011,16,Black,,White,,brown,ID4121
2012,0,,,White,,grey,GX6417
2013,17,Black,,,,grey,IG0670
2014,12,Black,Blue,White,,,GZ2176
2015,0,Black,,White,,orange,ID6738
2016,0,Black,,White,,grey,HQ3483
2017,0,Black,,White,Red,violet,IE9338
2018,0,Black,Blue,White,Red,grey,HQ6605
2019,0,Black,Blue,White,Red,,GZ5920
2020,0,Black,Blue,White,,grey,FZ5685
2021,0,Black,,,Red,grey,IG5470
2022,0,Black,Blue,White,Red,grey,HQ6606
2023,6,Black,,White,,grey,ID6993
2024,13,Black,,White,,grey,HQ2123
2025,18,Black,,White,,grey,IE7018
2026,13,Black,,White,,grey,HQ2124
2027,3,Black,,White,,,GY5260
2028,7,,Blue,,,taupe,IE1685
2029,13,Black,,White,Red,violet,HQ2107
2030,13,Black,,White,,,IE4206
2031,11,Black,,White,,grey,GX6657
2032,4,Black,,White,Red,,GW4365
2033,9,Black,,White,Red,grey,IE9304
2034,12,Black,,White,Red,,HQ4516
2035,12,Black,,White,,orange,HQ6032
2036,8,,,White,,pink,GX3944
2037,15,Black,Blue,White,,pink,GZ0035
2038,13,Black,,,,purple,IG0375
2039,11,Black,Blue,White,Red,grey,IE9358
2040,6,Black,,White,,orange,H01174
2041,12,Black,Blue,White,,,IE9487
2042,13,,,White,Red,grey,HQ3564
2043,5,,Blue,White,,grey,HQ4302
2044,17,Black,,,,grey,IG0782
2045,13,Black,,,,purple,HQ1232
2046,3,Black,Blue,White,Red,grey,IE4749
2047,17,Black,Blue,White,Red,,IE7024
2048,8,,,White,,,IG3389
2049,5,Black,Blue,White,Red,grey,ID9443
2050,12,Black,,White,,orange,HQ6031
2051,8,Black,Blue,White,Red,grey,IE7701
2052,13,Black,Blue,White,,grey,H03190
2053,4,Black,Blue,White,Red,gold,IE9287
2054,3,Black,Blue,White,,gold,IF7372
2055,4,Black,,White,Red,grey,IE9533
2056,7,Black,,White,,grey,FW3264
2057,8,Black,,White,,green,GW9095
2058,18,Black,Blue,White,,,GZ2606
2059,17,Black,,White,Red,grey,HP6885
2060,13,,,White,,grey,IG9517
2061,3,Black,,White,Red,,IE2436
2062,13,Black,,,Red,grey,HP9932
2063,3,Black,,White,,,GX4285
2064,12,Black,,White,Red,grey,GV7971
2065,5,,Blue,White,,,IG5927
2066,8,Black,,,,lilac,IE9214
2067,13,Black,Blue,White,,orange,HR1163
2068,7,Black,Blue,White,,,H05108
2069,7,,Blue,White,Red,orange,HP7417
2070,8,,,,,,FZ6424
2071,10,Black,Blue,White,Red,grey,IE7700
2072,13,Black,,White,,,FW4204
2073,5,,,White,Red,,GW2181
2074,9,Black,,White,,,IG2441
2075,7,,Blue,White,,grey,HQ4303
2076,5,Black,,,Red,grey,IG0146
2077,3,Black,Blue,White,Red,grey,GY1321
2078,14,Black,,White,Red,purple,IG0811
2079,13,Black,Blue,White,,grey,GZ0687
2080,1,Black,Blue,White,Red,grey,IG7375
2081,1,Black,,White,,grey,IE9416
2082,2,Black,Blue,White,,green,GV9068
2083,16,Black,Blue,White,,,GZ2604
2084,0,Black,Blue,White,Red,grey,ID1965
2085,13,Black,,White,,,FW2856
2086,10,Black,,White,,,HQ8954
2087,12,Black,Blue,White,Red,grey,ID8379
2088,11,Black,,,,grey,HQ3556
2089,9,Black,,White,,grey,GW2119
2090,9,Black,Blue,White,Red,grey,HQ9118
2091,8,Black,Blue,White,Red,grey,HQ6708
2092,1,Black,Blue,White,Red,grey,ID9632
2093,12,Black,Blue,White,Red,grey,ID9585
2094,3,Black,Blue,White,,purple,H04755
2095,4,Black,,,,,GZ5050
2096,10,Black,,White,Red,violet,IE9339
2097,13,Black,Blue,White,Red,grey,FY4387
2098,10,Black,Blue,White,,grey,HR1142
2099,11,Black,,White,,orange,FX4449
2100,4,,Blue,White,,,HQ4465
2101,8,Black,,White,,grey,GZ3281
2102,4,,,,,,ID9610
2103,7,,,White,,,IE9310
2104,1,Black,Blue,White,,grey,H03616
2105,2,Black,Blue,White,,purple,H04756
2106,4,,,,,,ID9610
2107,7,,,White,,,IE9310
2108,1,Black,Blue,White,,grey,H03616
2109,2,Black,Blue,White,,purple,H04756
2110,7,,,,,grey,HP6846
2111,7,Black,Blue,White,Red,taupe,HP5993
2112,8,Black,Blue,White,,grey,HP5273
2113,10,Black,Blue,White,,violet,HP6179
2114,14,Black,,,Red,,FW2874
2115,4,Black,,White,Red,grey,IF7365
2116,2,Black,,White,Red,grey,IE2347
2117,9,Black,Blue,White,Red,green,IG0648
2118,13,Black,Blue,White,Red,grey,H00984
2119,2,Black,,White,,pink,GV9063
2120,5,Black,Blue,White,Red,grey,GW5682
2121,8,Black,,White,,,HQ8636
2122,2,Black,Blue,White,Red,grey,HQ4275
2123,11,Black,Blue,White,,grey,HQ3692
2124,13,Black,Blue,White,Red,,IE7589
2125,13,Black,,White,,,FW4206
2126,14,,,White,,orange,HQ8914
2127,9,Black,Blue,White,,grey,HQ1238
2128,2,Black,,White,,,HQ9019
2129,13,Black,Blue,White,Red,grey,H00985
2130,18,Black,,White,,grey,HQ6716
2131,15,Black,Blue,White,,grey,
2132,0,Black,Blue,White,,,
2133,0,Black,Blue,White,,,
2134,0,Black,Blue,White,Red,grey,H00986
2135,0,Black,,,,orange,FU7531
2136,0,Black,,White,,pink,GX6632
2137,13,Black,,,,grey,IG0772
2138,17,Black,,White,,,IE7021
2139,7,Black,,White,,grey,HR1940
2140,0,Black,,White,,green,FV4744
2141,0,Black,,White,,grey,ID5410
2142,0,,,White,,,IE9862
2143,9,Black,Blue,White,Red,grey,HP5941
2144,4,Black,Blue,White,,grey,GW9647
2145,13,,,White,,orange,GW7061
2146,0,Black,Blue,White,,grey,GV9062
2147,0,Black,Blue,White,Red,grey,HP5967
2148,11,Black,,,,purple,EG4618
2149,4,Black,Blue,White,Red,grey,GZ3311
2150,9,Black,Blue,White,,,HP2772
2151,11,Black,Blue,White,,pink,GY9990
2152,4,Black,Blue,White,Red,grey,HP5968
2153,5,Black,,White,,grey,HQ1045
2154,12,Black,,White,Red,grey,HQ8577
2155,4,Black,,White,Red,grey,IF8183
2156,0,Black,,White,,,GX4206
2157,0,Black,,White,,green,GW9096
2158,0,Black,Blue,White,Red,grey,HP5969
2159,0,Black,Blue,White,,green,IF2153
2160,0,Black,Blue,White,,grey,IE7063
2161,7,Black,,White,,grey,GV9765
2162,8,Black,,White,,grey,HR1938
2163,0,,Blue,White,Red,,IE4894
2164,2,Black,,White,,grey,IG0436
2165,9,Black,,White,,,HP3324
2166,4,Black,Blue,White,Red,grey,HP5980
2167,0,Black,Blue,White,,,GZ0008
2168,0,Black,Blue,White,Red,grey,ID2412
2169,0,,Blue,White,,gold,HQ8404
2170,0,Black,,White,,gold,H03661
2171,0,,,White,Red,,IF5173
2172,0,,,White,,orange,HR1136
2173,12,Black,,White,,,GY1700
2174,7,,,,,grey,HP6846
2175,7,Black,,White,Red,grey,HQ2074
2176,3,Black,,,,brown,GY2555
2177,8,Black,,,,grey,ID7189
2178,12,Black,Blue,White,,orange,HR1152
2179,11,,,White,,violet,HQ8390
2180,2,Black,Blue,White,,gold,EG1758
2181,3,Black,Blue,White,,,EF1883
2182,5,Black,Blue,White,Red,grey,GY5597
2183,2,Black,Blue,White,,pink,GW4571
2184,6,Black,,White,Red,,GY7377
2185,4,Black,Blue,White,Red,grey,HQ9928
2186,10,Black,,,,grey,IG0781
2187,2,Black,,White,,,HQ9018
2188,17,Black,,White,,green,HP6555
2189,8,Black,,White,Red,grey,GV7979
2190,10,Black,,White,,grey,GY8406
2191,12,Black,Blue,,,grey,HR1147
2192,7,Black,,,Red,grey,IE1534
2193,13,Black,,White,,,FX1804
2194,6,Black,,White,,grey,GV9764
2195,8,Black,Blue,White,,pink,GW4572
2196,10,,,White,,,GV9434
2197,7,Black,Blue,White,Red,grey,HQ6709
2198,3,Black,Blue,White,,grey,GV9735
2199,5,Black,,,Red,,EE8935
2200,2,Black,Blue,White,Red,grey,IF7611
2201,6,Black,Blue,White,,pink,GW4570
2202,2,Black,Blue,White,Red,grey,IF7611
2203,6,Black,Blue,White,,pink,GW4570
2204,14,,Blue,White,Red,,IE9333
2205,4,Black,,White,,grey,IE7354
2206,10,Black,,White,,,FY4397
2207,13,Black,Blue,White,Red,grey,IG5869
2208,11,Black,,White,,,H02347
2209,4,,Blue,White,,grey,GV6917
2210,12,Black,Blue,White,Red,grey,ID6929
2211,6,Black,Blue,White,Red,grey,GY5986
2212,5,,Blue,,,taupe,IE1666
2213,2,Black,Blue,White,,pink,HQ1077
2214,12,,Blue,White,,grey,GX6422
2215,4,Black,,White,Red,grey,IF4806
2216,1,Black,Blue,White,Red,grey,HQ1338
2217,11,Black,Blue,White,,grey,IG0676
2218,5,Black,Blue,White,,orange,ID7560
2219,10,Black,Blue,White,Red,grey,ID9590
2220,3,Black,Blue,White,,pink,GZ5888
2221,5,Black,Blue,White,,grey,GX1813
2222,6,Black,,White,,grey,IE7097
2223,3,Black,,White,Red,,ID9337
2224,2,Black,Blue,White,,pink,FZ6116
2225,1,Black,Blue,White,,purple,H00947
2226,2,Black,,White,,pink,IF7629
2227,7,Black,Blue,White,,grey,ID1889
2228,6,Black,,White,,grey,IF2772
2229,1,Black,Blue,White,Red,grey,IF0041
2230,9,Black,Blue,White,Red,green,IF0227
2231,11,Black,,White,Red,grey,IF0006
2232,7,,Blue,White,,grey,HQ4304
2233,12,Black,Blue,White,Red,green,IG0649
2234,7,Black,Blue,White,,,IE9488
2235,9,Black,Blue,White,,grey,GZ0688
2236,7,Black,Blue,White,,,IG7076
2237,5,,Blue,White,,gold,GW6265
2238,2,Black,Blue,White,,,FZ6107
2239,16,Black,,White,Red,,GY7378
2240,3,Black,Blue,White,Red,taupe,GZ2291
2241,4,Black,,White,Red,grey,IF8182
2242,6,,,White,,brown,IF7714
2243,1,Black,Blue,White,Red,gold,IG0280
2244,6,Black,,White,,grey,GY1658
2245,9,Black,,White,,grey,GY8313
2246,3,Black,,White,,grey,HP5988
2247,10,,Blue,White,Red,orange,IG5468
2248,7,Black,Blue,White,,orange,IE7284
2249,15,,Blue,White,Red,,IE9327
2250,15,,Blue,White,Red,,IE9327
2251,12,Black,Blue,White,,grey,GZ0032
2252,16,Black,,,,orange,GV9034
2253,12,Black,,White,,,GW4302
2254,0,Black,,White,,grey,IF4870
2255,0,Black,,White,,pink,IE9681
2256,0,Black,,White,,purple,IE4862
2257,0,Black,Blue,White,,green,H03663
2258,4,Black,,,,gold,GZ6196
2259,3,,,,,,ID4464
2260,5,Black,,White,,grey,ID6992
2261,0,Black,,White,,grey,HQ3665
2262,6,Black,Blue,White,,grey,HQ1239
2263,15,Black,,,,grey,IG0765
2264,2,Black,Blue,White,,grey,GZ6412
2265,7,Black,,,,grey,ID4291
2266,6,Black,,White,,grey,HQ4381
2267,5,,Blue,White,Red,grey,GZ9654
2268,0,Black,,White,Red,,HQ7022
2269,0,Black,,White,,,GX3122
2270,0,Black,,White,,purple,GX4634
2271,1,Black,Blue,White,Red,grey,HQ6346
2272,11,,,,,grey,FZ1025
2273,16,,Blue,White,Red,,IE9332
2274,5,Black,Blue,White,,pink,GZ0024
2275,13,Black,,,Red,grey,GZ9842
2276,12,,Blue,White,,grey,GX4021
2277,8,Black,,White,,grey,HP5400
2278,4,Black,,White,,,GZ2314
2279,6,,Blue,White,Red,grey,GZ9653
2280,3,Black,Blue,White,Red,grey,FU8298
2281,7,,,White,,grey,GV9663
2282,6,Black,Blue,White,,grey,GZ0031
2283,4,Black,,White,,grey,HP5987
2284,4,Black,Blue,White,,grey,GV9712
2285,5,,Blue,White,,violet,GV9530
2286,6,,Blue,White,,grey,GX4020
2287,3,Black,Blue,White,Red,grey,HP5982
2288,5,Black,Blue,,,,GV9073
2289,5,,,White,Red,,GX9781
2290,4,,,White,,grey,GW2127
2291,2,Black,Blue,White,,orange,IG3332
2292,4,Black,,White,,grey,HQ1984
2293,4,Black,,,Red,,H02590
2294,3,Black,Blue,White,Red,grey,IF5609
2295,3,Black,,White,,,EG5634
2296,4,,,White,,,GV9435
2297,3,Black,Blue,White,,grey,GZ5893
2298,4,Black,,White,Red,,ID9340
2299,5,Black,,White,,grey,F34057
2300,2,Black,,White,,,HQ8891
2301,2,Black,Blue,White,Red,grey,HP9640
2302,2,Black,,White,Red,grey,IE9306
2303,4,Black,,White,,grey,HP5985
2304,3,Black,,White,,grey,HP3342
2305,3,Black,,White,Red,gold,IE9277
2306,1,Black,,White,,grey,GY5921
2307,2,Black,Blue,White,,grey,HR1182
2308,1,Black,,White,Red,grey,GX9654
2309,3,Black,,White,,,GX9634
2310,1,Black,Blue,White,Red,grey,IE1745
2311,1,Black,Blue,White,Red,grey,IE3063
2312,1,Black,Blue,White,Red,grey,HQ8605
2313,0,Black,Blue,White,Red,grey,HQ4248
2314,0,Black,Blue,White,Red,grey,GW9783
2315,1,Black,Blue,White,Red,grey,HQ5884
2316,3,Black,Blue,White,Red,grey,GW9475
2317,0,Black,Blue,White,Red,grey,IG7378
2318,0,Black,Blue,White,Red,grey,IF7816
2319,1,Black,,White,,grey,GY6177
2320,0,Black,Blue,White,Red,grey,IG5889
2321,0,Black,Blue,White,,grey,IE7728
2322,3,Black,Blue,White,Red,grey,IF8652
2323,2,Black,,White,Red,grey,H04268
2324,1,,,,,,HR1976
2325,1,Black,Blue,White,,grey,IE7062
2326,2,Black,Blue,White,,grey,ID2274
2327,2,Black,,White,,orange,HQ5970
2328,2,Black,Blue,White,Red,grey,HP3143
2329,6,Black,Blue,White,Red,grey,ID2413
2330,1,Black,Blue,White,Red,grey,HR0061
2331,0,Black,Blue,White,Red,grey,HQ6354
2332,0,Black,Blue,White,Red,grey,HP9662
2333,1,Black,,White,Red,grey,HQ8576
2334,1,Black,,White,,,GZ2564
2335,0,Black,,White,,,HR1944
2336,3,Black,Blue,White,Red,grey,IF5580
2337,2,Black,Blue,White,Red,grey,IG8336
2338,3,Black,,White,Red,grey,IG2263
2339,1,Black,,White,,grey,IE9508
2340,8,Black,,White,Red,grey,ID1949
2341,2,Black,Blue,White,Red,grey,HP9643
2342,4,Black,Blue,White,,grey,ID2271
2343,2,Black,Blue,White,Red,grey,IG7379
2344,0,,,White,,green,FX5509
2345,4,Black,,White,Red,grey,ID1953
2346,2,,,White,,grey,IG7994
2347,0,Black,Blue,White,Red,grey,HP9206
2348,8,,Blue,White,,violet,HQ8459
2349,6,Black,,White,,pink,IF8176
2350,0,Black,,White,,grey,IE7098
2351,3,,,,Red,,HQ6045
2352,2,Black,,White,,grey,IF2390
2353,0,Black,Blue,White,Red,grey,IE9624
2354,0,,,White,,,IF2744
2355,0,Black,,White,,grey,IE9415
2356,3,Black,Blue,White,Red,grey,IE0078
2357,0,Black,Blue,White,Red,grey,IE9612
2358,2,Black,Blue,White,Red,grey,GW5694
2359,5,Black,,White,,purple,IG5059
2360,1,Black,Blue,White,Red,grey,HP2822
2361,1,Black,Blue,White,Red,grey,GZ4964
2362,1,Black,,White,Red,grey,IE9534
2363,2,Black,Blue,White,Red,grey,IG7385
2364,0,Black,,White,,grey,HP3293
2365,2,Black,Blue,White,Red,grey,IG7347
2366,2,Black,,White,,grey,ID4268
2367,1,Black,,White,,grey,ID4428
2368,0,Black,Blue,White,,gold,F35550
2369,3,Black,,White,,grey,IG0494
2370,4,Black,,White,Red,,ID9342
2371,5,Black,,White,,taupe,HP2611
2372,0,Black,Blue,White,Red,grey,IF0042
2373,2,Black,Blue,White,,gold,HQ9841
2374,2,Black,Blue,White,Red,grey,ID4279
2375,0,Black,Blue,White,Red,grey,IG7376
2376,1,Black,Blue,White,,grey,H03619
2377,2,Black,,White,,grey,HQ1985
2378,4,Black,Blue,White,,pink,GZ0004
2379,1,Black,Blue,White,,purple,HP6237
2380,3,Black,Blue,White,Red,grey,HR0634
2381,3,,,,,,HR1980
2382,1,Black,Blue,White,,,GW4559
2383,0,,,White,,grey,IG7993
2384,0,Black,,White,,,HR1936
2385,0,Black,Blue,White,,grey,EG2740
2386,0,Black,,White,,pink,IE9678
2387,2,,,White,,,IF5183
2388,0,Black,Blue,White,,pink,HQ1805
2389,0,Black,,White,,grey,HP8714
2390,0,Black,,White,,grey,IG5934
2391,0,Black,Blue,White,,grey,IF7885
2392,0,Black,,White,Red,,GV7909
2393,0,Black,Blue,White,,grey,HP7555
2394,0,Black,,White,,grey,ID4445
2395,0,Black,Blue,White,,grey,H03780
2396,0,Black,,White,,grey,IG5933
2397,0,Black,Blue,White,,grey,HQ1687
2398,0,,,White,,green,IF8125
2399,0,Black,Blue,White,Red,grey,IG7348
2400,0,Black,,White,,grey,GY1657
2401,3,Black,,White,,,HQ8984
2402,2,,,White,,taupe,GV9392
2403,0,Black,,White,,pink,HQ8977
2404,0,Black,,White,,grey,IF2771
2405,0,,,White,,,FZ6391
2406,0,Black,,White,Red,gold,IE9278
2407,0,Black,Blue,White,,grey,IF7273
2408,0,Black,,White,,grey,IF4872
2409,0,Black,Blue,White,Red,grey,IG7344
2410,0,Black,,White,,,GX8190
2411,0,Black,,White,,pink,IE9682
2412,0,Black,Blue,White,,gold,GX1840
2413,0,Black,,White,Red,grey,ID1952
2414,0,Black,Blue,White,,,GZ0019
2415,0,Black,Blue,White,,purple,GY2208
2416,0,,,White,Red,,GY2093
2417,0,Black,Blue,White,Red,grey,HP5399
2418,1,Black,Blue,White,Red,grey,HR0085
2419,1,Black,Blue,White,,,HQ4426
2420,0,Black,Blue,White,Red,grey,ID9665
2421,5,Black,,White,,,FZ6407
2422,4,Black,,White,,,IE9542
2423,1,Black,,White,,,IF3249
2424,5,Black,Blue,White,Red,grey,HQ6710
2425,1,Black,,White,Red,pink,GZ5925
2426,3,Black,Blue,White,,grey,IE7064
2427,2,,Blue,White,,purple,GX0872
2428,0,Black,Blue,White,,gold,FZ6123
2429,4,Black,,White,Red,grey,HQ8578
2430,1,Black,Blue,White,Red,taupe,GZ2293
2431,3,,Blue,White,Red,grey,GZ9661
2432,1,Black,,,,grey,IG0767
2433,2,Black,Blue,White,Red,grey,HQ9930
2434,1,Black,,White,,grey,HP9824
2435,2,Black,Blue,White,Red,grey,HQ1905
2436,3,Black,,White,,taupe,HQ7087
2437,2,Black,,White,,,HQ6040
2438,1,Black,Blue,White,,grey,GZ6741
2439,3,Black,,White,,brown,IE9541
2440,3,Black,Blue,White,,grey,GW4576
2441,2,Black,Blue,White,,grey,IE9727
2442,3,Black,Blue,White,,grey,GW4574
2443,0,Black,,,,grey,GW2131
2444,0,Black,Blue,White,Red,purple,FZ6370
2445,0,Black,,White,,grey,FY9256
2446,2,Black,,White,,pink,HQ0954
2447,4,Black,Blue,White,,grey,GW4577
2448,2,,Blue,White,,,IG2394
2449,2,Black,,White,,grey,HQ4473
2450,1,Black,,White,,grey,HQ6953
2451,1,Black,,White,,grey,FY8649
2452,1,Black,,White,,purple,H03489
2453,1,Black,,,Red,grey,FU7224
2454,2,Black,,White,,grey,HQ4382
2455,3,Black,,White,Red,,ID9347
2456,3,,,White,,,H03834
2457,1,Black,,White,,,HQ6044
2458,2,Black,,White,,green,GW4108
2459,1,Black,,,,grey,GZ0331
2460,4,Black,,,,grey,IG0774
2461,1,Black,,White,Red,grey,GY8919
2462,2,Black,Blue,White,,pink,IE4351
2463,1,Black,,,Red,green,GW1029
2464,1,Black,Blue,White,,,EE5599
2465,1,Black,,White,Red,grey,HR0728
2466,1,Black,,White,,grey,GX4620
2467,3,Black,Blue,White,Red,grey,GW5698
2468,1,Black,,White,,grey,GW8614
2469,1,Black,Blue,White,Red,grey,IE9613
2470,0,Black,Blue,White,Red,purple,HP6378
2471,1,Black,,White,Red,grey,IG2264
2472,1,Black,,White,Red,grey,IG2261
2473,2,Black,Blue,White,Red,grey,IE9627
2474,0,Black,Blue,White,Red,grey,IE1694
2475,0,Black,Blue,White,Red,grey,HQ1401
2476,0,Black,Blue,White,Red,grey,FZ6000
2477,0,Black,,White,,grey,IE9594
2478,13,Black,Blue,White,,grey,IF7870
2479,0,Black,Blue,White,,grey,GX4302
2480,1,,Blue,White,Red,grey,HR0050
2481,0,Black,Blue,White,,grey,GZ5897
2482,1,Black,Blue,White,Red,grey,HP2823
2483,0,Black,Blue,White,,gold,GX1841
2484,1,Black,Blue,White,Red,grey,IE9611
2485,0,Black,Blue,White,Red,grey,HQ8862
2486,0,Black,Blue,White,Red,grey,HP9206
2487,0,Black,Blue,White,Red,,GW8748
2488,2,Black,Blue,White,,pink,GW4593
2489,0,Black,,White,Red,,IG5342
2490,0,Black,,White,Red,grey,HP2480
2491,1,Black,Blue,White,Red,grey,FY7939
2492,0,Black,,White,,grey,IE7102
2493,0,Black,Blue,White,,grey,ID2277
2494,3,Black,,White,Red,grey,ID1951
2495,1,Black,,White,,,IE2300
2496,4,Black,Blue,White,,grey,IF7884
2497,0,Black,Blue,White,Red,grey,GZ4964
2498,0,Black,,White,,grey,IE7101
2499,3,Black,,White,,grey,IF5478
2500,3,,Blue,White,Red,,IE4895
2501,1,Black,,White,,grey,GW8630
2502,4,Black,Blue,White,,pink,IE4345
2503,0,Black,Blue,White,Red,grey,ID9685
2504,1,,,White,Red,,IF9940
2505,1,Black,,White,,grey,IE9636
2506,0,Black,Blue,White,,grey,GX4303
2507,2,Black,,,,grey,GZ4904
2508,3,Black,Blue,White,Red,grey,GZ2135
2509,0,Black,,White,,,FY8154
2510,1,Black,,White,Red,purple,IE7255
2511,3,Black,,White,,grey,IE9403
2512,0,Black,,White,,grey,HQ1714
2513,2,Black,Blue,White,Red,grey,IE1689
2514,1,Black,Blue,White,,violet,IE4762
2515,1,Black,Blue,White,Red,gold,HQ9840
2516,2,,Blue,White,,,FZ6400
2517,1,Black,,White,,,HQ5988
2518,1,Black,,White,,grey,FZ5999
2519,0,,,White,,pink,GW4845
2520,0,Black,,White,,grey,GY2272
2521,4,Black,,White,,grey,IF5030
2522,0,Black,,White,,pink,IG0345
2523,2,,,White,Red,,IE2305
2524,4,Black,,White,Red,grey,IG4782
2525,2,Black,,White,Red,grey,IE2348
2526,0,Black,Blue,White,Red,grey,IG7343
2527,2,Black,Blue,White,,,GZ0003
2528,1,Black,,White,,green,IE9618
2529,1,Black,,White,Red,,GY7422
2530,1,Black,,White,Red,,IE6630
2531,2,Black,,White,,,IE2312
2532,2,Black,Blue,White,,grey,IE9731
2533,1,Black,,White,,grey,HP5646
2534,1,Black,Blue,White,,,GW4605
2535,1,,,,,purple,GY6152
2536,2,Black,Blue,White,Red,grey,HR0080
2537,1,,,White,,pink,HQ9842
2538,0,Black,,White,Red,pink,GZ5928
2539,0,Black,,,,,G58170
2540,2,Black,,White,Red,,GV9856
2541,2,Black,,,Red,taupe,HQ8409
2542,1,,Blue,White,Red,grey,GX2612
2543,0,Black,,White,Red,grey,GZ5181
2544,1,Black,,White,Red,grey,IF4799
2545,14,Black,Blue,White,Red,grey,IG9777
2546,13,Black,,,Red,grey,EE8889
2547,16,,Blue,,Red,green,IG4994
2548,15,Black,,White,Red,grey,HP3130
2549,16,Black,Blue,White,,grey,IF4921
2550,20,Black,Blue,White,,grey,ID0985
2551,15,Black,,White,Red,grey,IF2921
2552,20,,Blue,,Red,green,IG4996
2553,14,Black,,White,,grey,IF5009
2554,15,Black,,White,Red,grey,HP3131
2555,14,Black,,White,Red,grey,ID9436
2556,15,Black,,White,Red,grey,HP3147
2557,16,Black,,,Red,grey,IF4947
2558,15,Black,,White,,grey,ID4226
2559,20,Black,Blue,White,,grey,HQ6787
2560,9,Black,Blue,White,Red,grey,HQ6343
2561,15,Black,Blue,White,,grey,IF4919
2562,12,Black,Blue,White,,grey,FW2823
2563,16,,Blue,White,Red,grey,IF6528
2564,15,Black,Blue,White,Red,grey,IG2372
2565,16,Black,Blue,White,Red,grey,IE7199
2566,15,Black,Blue,White,,grey,FZ5621
2567,16,Black,,,Red,grey,GZ9848
2568,15,Black,Blue,White,Red,grey,IF8114
2569,20,Black,Blue,White,,grey,ID0986
2570,17,Black,Blue,White,Red,grey,IF3906
2571,17,Black,Blue,White,Red,grey,IE7202
2572,10,Black,Blue,White,Red,green,HQ7231
2573,16,Black,,White,Red,grey,IE0574
2574,13,Black,Blue,White,Red,grey,IE7176
2575,16,Black,,White,,grey,IG5461
2576,17,Black,Blue,White,Red,grey,ID9682
2577,15,Black,,White,Red,purple,FZ6396
2578,10,Black,Blue,White,Red,grey,ID9666
2579,5,Black,Blue,White,Red,grey,HQ3790
2580,18,,Blue,White,Red,purple,IF2587
2581,20,Black,Blue,White,,grey,FZ6294
2582,14,,,White,Red,grey,HP2204
2583,16,Black,Blue,White,,grey,HQ8399
2584,12,Black,,White,Red,brown,FZ6445
2585,18,Black,Blue,White,,purple,IE7198
2586,14,Black,Blue,White,Red,grey,ID1746
2587,16,Black,,,Red,grey,GY5124
2588,20,Black,Blue,White,Red,grey,IF3902
2589,7,Black,Blue,White,Red,brown,GW2233
2590,15,Black,Blue,White,,grey,GY9808
2591,15,Black,Blue,White,Red,grey,HP5778
2592,13,Black,Blue,White,,grey,GW2007
2593,17,Black,Blue,White,,grey,HQ8397
2594,6,Black,Blue,White,,grey,IF7427
2595,16,Black,Blue,White,,grey,IF4015
2596,18,Black,Blue,White,Red,grey,HP9832
2597,12,Black,Blue,White,,gold,GZ2528
2598,17,Black,,,Red,grey,IF4948
2599,6,Black,,White,Red,grey,ID9599
2600,14,Black,,White,Red,,ID6902
2601,16,Black,Blue,White,,grey,HQ8395
2602,17,Black,,White,,grey,IG5460
2603,17,Black,Blue,White,Red,grey,IE7634
2604,11,Black,Blue,White,Red,grey,GW5632
2605,12,Black,Blue,White,,pink,GW4569
