,count_of_sizes,color_1,color_2,color_3,color_4,other_color,product_code
3910,20,Black,Blue,White,,green,107563_01
3911,20,Black,Blue,White,,green,107311_02
3912,11,Black,Blue,White,,gold,364669_01
3913,13,,,White,,,307784_02
3914,11,Black,,,,,377858_06
3915,12,Black,,White,,,380017_02
3916,13,Black,,,,,379139_03
3917,13,Black,,White,,violet,376151_01
3918,19,Black,,White,Red,,389267_10
3919,14,,Blue,White,,,393747_02
3920,13,,Blue,,,,398352_01
3921,19,,Blue,White,,,394687_01
3922,13,,,,,,394057_01
3923,13,Black,Blue,White,,orchid,377757_11
3924,19,Black,,,,gold,393490_03
3925,13,Black,,,,,379139_01
3926,12,,Blue,White,Red,,195336_08
3927,13,Black,,White,,,307751_02
3928,13,Black,,,Red,,307986_01
3929,13,Black,Blue,,Red,lime,377745_03
3930,17,Black,,White,,,307789_01
3931,19,Black,,White,,,307751_01
3932,13,Black,,,,,393286_01
3933,13,Black,Blue,,Red,lime,377745_01
3934,19,Black,,White,Red,,389267_17
3935,19,,,,Red,,393301_02
3936,13,Black,,White,,violet,376151_13
3937,21,,Blue,,,,379886_01
3938,12,Black,Blue,,Red,lime,377745_04
3939,13,Black,Blue,White,,orchid,377757_01
3940,16,Black,,White,,,307822_02
3941,18,Black,,White,,green,390932_02
3942,19,Black,,White,,,392982_01
3943,12,,,White,,,379068_04
3944,13,,,White,,,393151_01
3945,13,,,,,,392721_01
3946,13,,,,,,395121_01
3947,17,Black,,White,,,307920_02
3948,9,Black,,White,,,384139_04
3949,13,Black,,,,,392862_01
3950,13,Black,,,,green,307847_01
3951,19,,,,,,307998_01
3952,13,Black,,White,,violet,376151_02
3953,13,,,White,,,393306_02
3954,19,,,,,,393449_02
3955,13,Black,,,,,378472_01
3956,13,Black,,,Red,,378457_01
3957,13,Black,Blue,White,,,378687_02
3958,12,,Blue,White,Red,,195336_09
3959,13,Black,,White,,,307791_01
3960,13,,,White,,,393306_01
3961,19,,,,,pink,393078_01
3962,13,Black,,White,,gold,386759_10
3963,12,Black,,White,,,392718_04
3964,19,Black,,,,,393115_02
3965,13,Black,,White,,violet,376151_22
3966,13,,,,,,394798_01
3967,12,Black,,White,,green,390932_01
3968,13,,Blue,White,,,395773_02
3969,15,Black,,White,,lime,378541_02
3970,12,,,,,,378434_02
3971,19,Black,,White,,,307826_02
3972,13,Black,,,,,307684_01
3973,11,,Blue,,,pink,107553_01
3974,12,Black,,White,,,378474_01
3975,19,Black,,White,,,307826_01
3976,19,,,White,,,393114_01
3977,19,Black,,White,Red,,389267_19
3978,12,Black,Blue,White,,orchid,377757_15
3979,15,,Blue,White,,green,379079_05
3980,13,Black,Blue,,,,393152_02
3981,12,Black,Blue,White,,,389365_06
3982,13,Black,,,,,378734_02
3983,17,,,White,,violet,107473_01
3984,0,,,,,,395737_02
3985,13,,,White,,olive,393277_02
3986,12,,,,,purple,386329_06
3987,13,,,White,,,393136_01
3988,13,Black,Blue,,Red,lime,377745_05
3989,19,Black,,,,,393115_02
3990,15,,Blue,White,,green,379079_03
3991,13,Black,,,Red,,396127_01
3992,10,Black,Blue,,,,307756_01
3993,13,,,,,,379291_01
3994,12,Black,Blue,White,,,389365_05
3995,13,Black,,White,,green,378455_07
3996,13,,Blue,,,,393941_01
3997,13,,,White,,,394799_03
3998,12,Black,,,,,307771_01
3999,15,,,White,,violet,107474_01
4000,13,Black,,,,,307684_04
4001,13,Black,Blue,White,,,378687_06
4002,13,Black,Blue,White,,orchid,377757_13
4003,0,,Blue,White,Red,pink,396463_01
4004,13,Black,,,,,378459_01
4005,0,,Blue,White,Red,pink,396463_09
4006,19,Black,,White,,,397263_02
4007,13,Black,Blue,White,,orchid,377757_19
4008,13,,,White,,,394799_02
4009,19,Black,,White,,,397263_01
4010,13,Black,Blue,White,,orchid,377757_18
4011,13,Black,,White,,lime,376807_19
4012,13,Black,,White,,lime,376807_20
4013,1,Black,,,,,308181_01
4014,15,,,White,,,392086_01
4015,0,Black,Blue,,Red,lime,377745_06
4016,1,Black,,White,,,308271_01
4017,14,Black,Blue,,,orchid,195337_19
4018,12,Black,,White,,violet,376151_17
4019,12,Black,,,Red,,385754_01
4020,13,,Blue,White,Red,pink,396463_07
4021,13,Black,,,,,379286_01
4022,15,,,White,Red,,394684_01
4023,16,,,,,,393314_02
4024,13,,,White,,orchid,377315_07
4025,15,,,White,,,392085_01
4026,17,Black,,,,,379557_01
4027,18,Black,Blue,White,,green,107311_03
4028,19,Black,,,,orange,378096_02
4029,21,Black,Blue,White,Red,lime,396403_02
4030,12,Black,,White,,green,390932_09
4031,19,,Blue,White,,,107293_01
4032,13,,Blue,,,,393941_02
4033,17,,Blue,,,orange,393326_01
4034,15,Black,,,Red,orange,395281_01
4035,12,Black,,,,,395033_01
4036,18,Black,Blue,White,,green,107566_03
4037,19,Black,,White,,,107340_02
4038,10,Black,,White,,,384139_01
4039,19,Black,Blue,White,,green,107563_05
4040,12,Black,,,,,307954_01
4041,18,Black,Blue,White,,green,107563_04
4042,13,Black,Blue,White,,green,107422_03
4043,12,,Blue,White,,orchid,376591_08
4044,14,,,White,Red,,393196_01
4045,18,Black,,,,,378222_03
4046,15,Black,,White,,,396464_01
4047,21,Black,Blue,White,Red,lime,396403_03
4048,14,Black,,White,,,307920_01
4049,12,,,,,,378550_05
4050,11,,,,,,378436_02
4051,19,Black,,White,,,396464_03
4052,14,Black,Blue,,,orchid,195337_16
4053,13,,Blue,White,,green,107374_03
4054,17,Black,Blue,White,,,107296_04
4055,13,,Blue,White,Red,pink,396463_02
4056,15,Black,Blue,White,,green,107311_04
4057,12,,Blue,White,Red,pink,396463_05
4058,19,,Blue,White,,green,107355_03
4059,12,Black,Blue,White,,orchid,380007_01
4060,10,,,White,,,307996_01
4061,11,,,,,,393157_01
4062,9,Black,,,Red,,308277_01
4063,13,Black,Blue,White,,,378687_01
4064,12,Black,,White,,,380190_02
4065,13,,Blue,White,,green,107361_04
4066,15,,Blue,White,Red,lime,379081_04
4067,13,,Blue,White,,green,107610_01
4068,7,,,,,green,394223_01
4069,13,Black,,,Red,,307940_01
4070,17,,Blue,White,,green,107355_04
4071,11,Black,,,,,378465_01
4072,12,Black,,,,,377507_04
4073,12,Black,Blue,White,,orchid,380007_02
4074,11,Black,,,,green,395032_01
4075,11,,,White,,green,393167_02
4076,12,,,,,,393084_01
4077,14,,Blue,,,pink,107540_01
4078,12,Black,,,,,378683_01
4079,15,,Blue,White,Red,lime,379081_03
4080,18,Black,Blue,White,,green,107521_03
4081,17,Black,Blue,White,,,107296_01
4082,13,Black,,White,,purple,107539_01
4083,13,Black,Blue,White,,green,107522_03
4084,12,Black,,,,,378734_01
4085,16,Black,Blue,White,,green,107566_02
4086,12,Black,Blue,White,,,107296_03
4087,12,,,White,Red,,394684_02
4088,16,Black,Blue,White,,,107296_02
4089,6,,,,,green,394223_04
4090,18,Black,,,,,377001_01
4091,13,,,,Red,,379113_01
4092,11,Black,,White,,violet,376151_15
4093,12,Black,,White,,gold,107609_01
4094,13,,Blue,White,,green,107361_03
4095,13,,Blue,White,,green,107375_03
4096,11,,,,,,391962_06
4097,0,,,,,,379652_01
4098,0,,,,,,378580_01
4099,10,Black,,,,,385296_02
4100,11,Black,,,,,385296_03
4101,11,Black,,White,,,386600_01
4102,14,Black,Blue,White,,green,107311_01
4103,19,,,White,,gold,397572_01
4104,18,,,,,green,391610_01
4105,19,,,White,,,394981_02
4106,19,Black,,White,,,397112_01
4107,19,,,,,green,391610_02
4108,19,Black,,White,,,397112_02
4109,11,,Blue,,,orange,390717_01
4110,19,,Blue,White,,,392435_01
4111,19,Black,Blue,,,,396672_01
4112,6,Black,,White,,,382112_01
4113,11,,,White,Red,gold,366608_07
4114,11,Black,,White,,green,307891_01
4115,19,Black,,White,,,392982_04
4116,19,Black,,White,,,392982_05
4117,11,Black,,White,,green,307891_02
4118,12,Black,,White,,,307778_03
4119,11,Black,,White,,gold,386759_03
4120,14,Black,Blue,,,,379087_01
4121,13,Black,,,,,377044_07
4122,13,Black,,,,,307959_01
4123,13,,,,Red,,393116_01
4124,12,Black,Blue,,,,396106_01
4125,13,Black,,,,,377827_01
4126,13,,Blue,,,orange,390717_04
4127,13,,Blue,White,,green,392724_01
4128,15,Black,Blue,White,,gold,376582_32
4129,19,,Blue,,,,392983_02
4130,18,,Blue,White,,green,392724_04
4131,13,Black,,,,,307959_02
4132,13,,,White,,,396087_01
4133,6,,,White,,green,394628_01
4134,13,,,White,,green,307649_01
4135,10,,,,,,307758_01
4136,13,,Blue,White,,,390196_01
4137,15,,,White,,,394981_01
4138,13,Black,,,,,376999_01
4139,12,Black,,,Red,,394491_01
4140,13,,,White,,,392434_01
4141,12,Black,,White,,,394885_01
4142,19,Black,,,,orchid,379096_01
4143,11,,,,,,396075_01
4144,11,,,,,,389160_01
4145,11,,,,,green,394018_01
4146,12,Black,Blue,,,,387499_01
4147,14,,Blue,White,,green,392724_05
4148,12,Black,,,,,393646_02
4149,15,Black,,White,Red,,377959_03
4150,13,Black,Blue,White,,gold,376582_31
4151,11,Black,,,Red,green,396138_01
4152,13,,Blue,White,,green,392724_07
4153,13,,Blue,,,,377854_05
4154,11,Black,,White,,,394933_09
4155,13,,,White,,,307859_01
4156,15,,,,,,387654_01
4157,12,,,White,,,307571_01
4158,11,,,,,,393752_01
4159,15,,,,,,378986_02
4160,12,Black,,White,,gold,386759_02
4161,12,,,White,,,393390_01
4162,6,Black,,White,,,307475_02
4163,11,Black,,White,,,394933_01
4164,12,,,White,,violet,378052_05
4165,16,Black,Blue,White,,green,107566_01
4166,13,,,,,,393231_04
4167,13,Black,,,,,377007_01
4168,12,Black,,,,,394544_01
4169,12,,Blue,White,,,392865_02
4170,12,Black,,White,Red,,377962_03
4171,12,Black,,White,Red,,377000_02
4172,13,Black,Blue,White,,green,379137_01
4173,6,,,White,,,307506_01
4174,13,,,,,,393752_02
4175,14,Black,,,,green,393813_02
4176,10,,,,,,307759_01
4177,11,,,White,,,394635_01
4178,10,,Blue,,,,307760_02
4179,13,Black,,White,,,390972_01
4180,13,Black,Blue,White,,purple,379013_07
4181,12,,,White,,,388640_02
4182,14,Black,,White,,,377961_01
4183,13,Black,,,,,377005_01
4184,12,Black,,White,,violet,307897_01
4185,7,Black,,,,,374862_02
4186,13,Black,Blue,White,,purple,379013_06
4187,13,,Blue,White,,green,392724_03
4188,13,,,,,,378278_01
4189,14,Black,,,,,377379_01
4190,7,Black,,,,,374862_09
4191,13,Black,,White,,violet,307897_02
4192,17,Black,,White,,,393266_02
4193,12,,,White,,,387998_12
4194,11,Black,,,,green,393813_01
4195,13,,,White,,,390129_01
4196,13,,Blue,White,,,394552_01
4197,13,,Blue,White,,,392435_02
4198,13,,,White,Red,,387327_06
4199,14,,,White,,orchid,194478_04
4200,7,Black,,,,,374862_10
4201,13,,,White,,,393176_03
4202,12,Black,,White,,,194475_02
4203,12,,,,,,393161_01
4204,13,,,White,,,393647_01
4205,12,,,White,Red,,387327_07
4206,12,Black,,,,,307780_01
4207,13,Black,,White,,,390127_01
4208,16,Black,,White,,,376615_01
4209,13,Black,,White,,,388549_01
4210,11,,,,,green,307576_02
4211,11,Black,,White,,,307913_01
4212,15,Black,,,,,376922_01
4213,12,Black,,,Red,,106879_04
4214,12,,,White,,green,388557_02
4215,11,Black,,,Red,,194095_09
4216,13,Black,Blue,White,,green,107521_01
4217,11,,,White,,green,394017_01
4218,13,Black,Blue,White,,green,107522_01
4219,11,,,,,,388920_06
4220,11,Black,Blue,White,,,307462_05
4221,11,Black,,White,,,307322_01
4222,11,Black,,,,,390052_02
4223,11,,,White,,,392725_07
4224,17,Black,Blue,White,,,353572_04
4225,17,Black,Blue,White,,,353572_11
4226,20,Black,Blue,White,,,353572_12
4227,14,Black,,White,Red,,307171_01
4228,16,Black,,White,Red,,307171_07
4229,18,Black,,White,Red,,307171_05
4230,20,Black,Blue,White,,,353572_17
4231,17,Black,,White,Red,green,380205_03
4232,18,Black,,White,Red,,307171_04
4233,14,Black,,White,Red,green,380205_01
4234,16,Black,,White,Red,,307171_06
4235,17,Black,,White,Red,green,380205_02
4236,11,Black,,White,Red,green,380205_16
4237,19,Black,,,,,396057_01
4238,18,Black,,,,,379098_01
4239,13,,,White,,green,393199_01
4240,6,,,,,brown,FLC0310S2602A
4241,6,,,,,grey,FLC015044221A
4242,6,,Blue,,,camel,FLC0H9026391B
4243,6,,Blue,,,pink,FLC051044211A
4244,6,,Blue,,,,FGC0AI024031B
4245,6,Black,,White,,,FLC0310S2622A
4246,6,Black,,White,,,FLC0260S2522A
4247,6,Black,,White,,,FLC0310S2532A
4248,6,,,White,,grey,FLC0IA0AR972A
4249,6,,Blue,White,,maroon,FLC0310S2612A
4250,6,,Blue,,,grey,FLC0AX032671A
4251,6,Black,,White,,purple,FLC0DN0AR952A
4252,6,,,White,,grey,FLC0DY0AR942A
4253,6,,Blue,,,green,FLC0DN0AR932A
4254,6,,,,,green,FLC0260S2552A
4255,6,,,White,,,FLC0H40S9652A
4256,6,,,White,,pink,FLC0H40R1972A
4257,6,,,,,,FLC0Z3024031B
4258,6,,Blue,White,,,FLC0510R1982A
4259,6,,Blue,,,green,FLC0H40S7612A
4260,6,,,White,,,FLC0H40S9662A
4261,6,,,White,,purple,FLC0IA0AR992A
4262,6,,,,,camel,FLC051016461A
4263,5,,Blue,,,,FLC0310T9022A
4264,6,Black,,,,grey,FLC0H40R1952A
4265,4,,Blue,,,grey,FLC0310T9062A
4266,6,,,White,,grey,FLC0510R1962A
4267,6,,Blue,,Red,,FLC0H40S7582A
4268,6,,Blue,,Red,,FLC0260U2632A
4269,6,,Blue,White,,,FLC0AI027271A
4270,6,,,,,grey,FLC0H40T3272A
4271,6,,Blue,,,grey,FLC0310T9032A
4272,6,,Blue,,,grey,FLC0H40S7602A
4273,6,Black,,,,brown,FLC0AR028921A
4274,6,Black,Blue,,,,FLC0H9025631B
4275,6,,Blue,,,,FLC0150S0142A
4276,6,,Blue,,,,FLC0180T0952A
4277,4,,,White,,,FLC0310V3382A
4278,6,Black,Blue,White,,,FLC0BA025011A
4279,5,Black,,White,,,FLC0H40U6372A
4280,6,,,,,pink,FLC0H40T0772A
4281,6,,,White,Red,,FLC0180U6602A
4282,5,,Blue,,,grey,FLC0H40S7592A
4283,6,,,,,purple,FLC0H40T0782A
4284,6,,,,,pink,FLC0510T0802A
4285,3,Black,Blue,White,,,FLC0AI025371B
4286,0,Black,,White,,pink,FLC0R9025031A
4287,5,,,,,grey,FLC0DY0T7822A
4288,0,,,,,,FLC0310T9042A
4289,6,,Blue,,,,FLC0260U2622A
4290,5,,,,,pink,FLC0H40T0762A
4291,6,,,,,grey,FLC0H40U3342A
4292,5,Black,,,,,FLC0R70U3282A
4293,6,,Blue,,,orange,FLC051017981A
4294,4,,,,,pink,FLC0510T0572A
4295,2,,Blue,,,grey,FLC0AI024471A
4296,4,,,,,brown,FLC0510T7112A
4297,6,,,,,grey,FLC0H40U3332A
4298,2,,Blue,,Red,,FLC0260U2552A
4299,1,Black,,White,,,FLC0BA025051A
4300,4,,Blue,,,,FLC0510T0792A
4301,2,Black,Blue,White,,orange,FLC0Z3022441A
4302,0,Black,,White,,,FLC0Z3028911A
4303,6,,,White,Red,,FLC0260V3482A
4304,0,,,White,,pink,FLC0180U6582A
4305,0,,,,,grey,FLC0260U2592A
4306,1,Black,Blue,,,,FLC0G2025001A
4307,3,,,,,purple,FLC0H40T0752A
4308,3,,Blue,,,,FLC0180T0962A
4309,1,,Blue,White,,,FLC0B3024821B
4310,2,,,White,,,FLC0180V3482A
4311,1,Black,,White,,,FLC0Z3022431A
4312,6,Black,Blue,,,grey,FGC026041122A
4313,6,Black,Blue,,,,FGC0Y9039132A
4314,6,,,White,,grey,FGC0Z7044742A
4315,6,Black,Blue,,,grey,FGC0Z7041612A
4316,3,Black,Blue,,,,FGC0Z7044752A
4317,2,Black,Blue,,Red,grey,FGC0Y9040822A
4318,1,Black,Blue,,,grey,FGC0Z7041642A
4319,5,,Blue,,,,FGC0L4033001A
4320,3,,Blue,,,grey,FGC026041142A
4321,4,Black,,,,grey,FGC0Y9039142A
4322,2,Black,Blue,White,,,FGC0Z7040072A
4323,1,,Blue,,Red,,FGC0C8012921B
4324,2,Black,Blue,,,grey,FGC0Y9041192A
4325,7,Black,Blue,White,,green,FGC0DN0AR892A
4326,7,,Blue,White,,grey,FGC0DY0AR872A
4327,6,Black,Blue,,,,FGC0H40S9622A
4328,7,Black,,,,grey,FGC0DN0AR922A
4329,7,Black,Blue,White,,grey,FGC0DN0AR882A
4330,6,,Blue,,,olive,FGC0H40S7552A
4331,6,Black,,White,,,FGC0H40S9632A
4332,5,Black,,,Red,grey,FGC0Y9040932A
4333,6,Black,Blue,,,,FGC0H40S7562A
4334,6,Black,,White,,,FGC0H40S9642A
4335,6,,Blue,,,brown,FGC0Z3024211C
4336,6,,,White,,grey,FGC0510R2012A
4337,7,,,White,,,FGC0DN0AR912A
4338,4,Black,,White,,,FGC0510R2022A
4339,5,,Blue,,,grey,FGC0BB033761A
4340,6,,Blue,,,grey,FGC0H40S7542A
4341,6,Black,,,,grey,FGC0H40S7572A
4342,6,,,White,,grey,FGC0510R2032A
4343,6,Black,,,,grey,FGC0EM0S0152A
4344,6,,Blue,,,olive,FGC0H40T3262A
4345,6,Black,,,,grey,FGC0180T8762A
4346,6,Black,,White,,,FGC0510R1992A
4347,6,,Blue,White,,,FGC0180T8752A
4348,5,,,White,,,FGC0B3025091A
4349,4,Black,Blue,,,grey,FGC051028671A
4350,5,,Blue,,,,FGC0510S0112A
4351,6,,Blue,,,,FGC0V2025091A
4352,5,,,,,,FGC0DY0S0072A
4353,6,,,,,grey,FGC0510R2062A
4354,6,,Blue,,,,FGC0180V3512A
4355,0,,Blue,,,camel,FGC0G2030171A
4356,2,Black,,,,grey,FGC0H40U8442A
4357,6,,Blue,,,,FGC089024571A
4358,6,,,White,,,FGC0H40U8012A
4359,6,,,,,,FGC0150S0032A
4360,3,Black,Blue,,,grey,FGC0Z7041542A
4361,2,Black,,,,green,FGC028030281A
4362,0,Black,Blue,White,,,FGC031039112A
4363,3,,Blue,White,,grey,FGC0Z7041632A
4364,4,,Blue,,,brown,FGC0150S0042A
4365,2,Black,,White,,,FGC031039122A
4366,2,,Blue,,,brown,FGC0L4037411A
4367,5,,,White,,,FGC0H40U8002A
4368,5,Black,,,,brown,FGC0AR025091A
4369,1,,Blue,,,brown,FGC051019771A
4370,5,Black,,,,,FGC0AJ024991A
4371,3,,,White,,brown,FGC0510S0102A
4372,2,Black,Blue,,,grey,FGC0H40U8422A
4373,3,,,,,grey,FGC0510R2002A
4374,1,Black,Blue,,,grey,FGC0510T7812A
4375,4,,Blue,,,,FGC0510T7052A
4376,3,,,White,,grey,FGC0510R2042A
4377,5,Black,,White,,,FGC0Y9039162A
4378,5,,,,,brown,FGC0AR025131A
4379,1,,Blue,,,grey,FGC051019021A
4380,3,Black,,,,grey,FGC0Y9040922A
4381,1,,Blue,White,,grey,FGC0Y9040392A
4382,4,,,,,grey,FGC0180T0592A
4383,1,,Blue,,,camel,FGC0GF0R6821Z
4384,1,,Blue,,,grey,FGC0Z7040132A
4385,0,Black,Blue,,,grey,FGC0Y9040372A
4386,2,Black,Blue,,,grey,FGC0Y9040762A
4387,3,Black,Blue,,,,FGC0Y9040732A
4388,0,Black,,White,,grey,FGC0Y9040752A
4389,3,Black,Blue,,Red,grey,FGC0Y9040902A
4390,4,Black,Blue,White,,,FGC031039102A
4391,0,Black,,White,,grey,FGC0Z7041592A
4392,2,,Blue,,,,FGC0H40W7082A
4393,1,Black,Blue,,Red,,FGC0DN032122A
4394,1,Black,,White,,,FGC0Y9040772A
4395,3,Black,Blue,,,,FGC0Z7040082A
4396,1,Black,,,,grey,FGC0Z7045232A
4397,0,Black,,,,green,FGC0H4020401A
4398,3,,,,,grey,FGC0C30V0672A
4399,0,,Blue,,,grey,FGC0H40U8432A
4400,3,,Blue,,,,FGC0510S0062A
4401,2,,,,,grey,FGC0260U3112A
4402,2,Black,,,,olive,FGC0Y9032762A
4403,1,Black,Blue,,Red,grey,FGC0Y9032772A
4404,2,Black,,,,grey,FGC0Y9039172A
4405,0,,Blue,,,grey,FGC0Z7039792A
4406,1,,Blue,White,,grey,FGC0Z7041622A
4407,2,Black,,,,khaki,FGC0260U2742A
4408,0,Black,Blue,,,grey,FGC0Y9032092A
4409,1,Black,Blue,White,Red,grey,FGC0Y9040952A
4410,2,,Blue,,,grey,FGC0DY0T7782A
4411,0,Black,,,,grey,FGC0510R2052A
4412,0,Black,,,,grey,FGC0Y9037612A
4413,0,,Blue,,,grey,FGC0Z7041562A
4414,2,,,,,grey,FGC0EM0S0162A
4415,0,,,White,,grey,FGC0Z7040102A
4416,1,,,,,taupe,FGC0150S0122A
4417,1,,,,,brown,FGC0DY0S0082A
4418,0,,Blue,,,brown,FGC0L4033131A
4419,1,Black,,,,green,FGC0L4037301A
4420,0,Black,Blue,,,,FGC0Y9032792A
4421,0,Black,,,,grey,FGC0Z7041652A
