,ShoeName,Category,no_colors,price_reduce,price,product_code
1529,Freak 5 By You,Men,1.0,160.0,160.0,HF0004-900
1530,Nike Alpha Huarache Elite 4 Low MCS,Men,1.0,67.97,90.0,FQ7724-106
1531,Nike Victory Pro 3,Men,3.0,110.97,130.0,DV6800-110
1532,Nike Air Max 90,Men,1.0,70.97,140.0,DC6083-200
1533,Nike Offcourt (Georgia),Men,1.0,28.97,40.0,DD0525-002
1534,Air Jordan 1 Mid SE,Men,1.0,135.0,135.0,FJ4923-008
1535,Nike Air Max 97 SE,Men,1.0,131.97,175.0,FB9619-001
1536,Nike Force Trout 8 Keystone,Men,2.0,50.0,50.0,CZ5911-100
1537,Nike ACG Air Zoom Gaiadome GORE-TEX,Men,1.0,230.0,230.0,DD2858-001
1538,Nike Air Force 1 '07 EasyOn,Men,1.0,115.0,115.0,FD1146-100
1539,Nike Pegasus 40 (Oregon State),Men,1.0,98.97,140.0,DZ5954-100
1540,Nike Pegasus 40 (LSU),Men,1.0,98.97,140.0,DZ5959-100
1541,Nike Pole Vault Elite,Men,2.0,130.0,130.0,AA1204-400
1542,Nike Offcourt (Oregon State),Men,1.0,28.97,40.0,DD0537-002
1543,Nike Dunk Low,Men,1.0,120.0,120.0,FN6881-100
1544,Nike Air Force 1 Low Retro,Men,1.0,97.97,130.0,
1545,Nike Air Max 97 By You Greatest Gift,Men,1.0,195.0,195.0,FZ0815-900
1546,Jordan Hydro 8 Retro,Men,1.0,52.97,65.0,FD7674-001
1547,Nike Pegasus 40 (Oklahoma State),Men,1.0,98.97,140.0,DZ5973-100
1548,Nike Air Max 1 Premium,Men,1.0,96.97,160.0,DZ5317-121
1549,Nike Offcourt (Florida),Men,1.0,28.97,40.0,DD0522-002
1550,Tuskegee,Men,1.0,28.97,40.0,DX5640-002
1551,Nike Air Force 1 Mid '07 QS,Men,1.0,82.97,150.0,DM0107-500
1552,Nike Air Force 1 Low,Men,1.0,140.0,140.0,FB9128-100
1553,Jordan Delta 3 SP,Men,1.0,89.97,160.0,DD9361-212
1554,Nike Air Max Excee,Men,1.0,95.0,95.0,DZ0795-102
1555,Jordan System.23,Men,1.0,110.0,110.0,DN4890-700
1556,Air Ship PE x A Ma Maniére,Men,1.0,140.0,140.0,DX4976-100
1557,Nike Alpha Huarache 8 Varsity,Men,1.0,76.97,90.0,CZ6558-110
1558,Nike Air Force 1 '07,Men,1.0,93.97,130.0,FN7439-133
1559,Nike Pegasus 40 (Penn State),Men,1.0,98.97,140.0,DZ5944-100
1560,Nike SFB B2 Realtree®,Men,1.0,135.97,180.0,FN3721-200
1561,Air Jordan 1 Low SE Craft,Men,1.0,120.0,120.0,DZ4135-002
1562,LeBron Witness 6 (Team),Men,1.0,89.97,105.0,
1563,Nike Offcourt (Clemson),Men,1.0,28.97,40.0,DD0518-002
1564,Nike Air Max LTD 3,Men,1.0,130.0,130.0,687977-020
1565,Nike Pegasus 40 (Alabama),Men,1.0,98.97,140.0,DZ5972-100
1566,Nike Air Max 97 Be True,Men,1.0,180.0,180.0,FD8637-600
1567,Nike SB Nyjah Free 2,Men,1.0,65.97,100.0,BV2078-100
1568,Nike SB Zoom Blazer Mid x Mason Silva,Men,1.0,88.97,110.0,DZ7260-400
1569,Nike Pegasus 39 A.I.R. Hola Lou,Men,1.0,140.0,140.0,DO9500-300
1570,Nike Dunk Low,Men,1.0,115.0,115.0,FV6909-800
1571,Nike Air Max 1 Premium 2,Men,1.0,160.0,160.0,FD5088-001
1572,Air Jordan 1 Low OG,Men,1.0,140.0,140.0,CZ0790-001
1573,Nike Air Max 1 '86 Premium,Men,1.0,170.0,170.0,
1574,Nike Air Adjust Force Unlocked By You Greatest Gift,Men,1.0,210.0,210.0,FB2392-900
1575,"LeBron XXI ""Abalone""",Men,1.0,210.0,210.0,FN0708-400
1576,NOCTA Glide,Men,1.0,160.0,160.0,
1577,Nike Court Vision Mid Next Nature,Men,1.0,90.0,90.0,FQ8740-480
1578,FAMU,Men,1.0,28.97,40.0,DZ0961-002
1579,Converse x Martine Ali Chuck 70 De Luxe Wedge,Men,1.0,160.0,160.0,
1580,NikeCourt Air Zoom Vapor AJ3,Men,1.0,138.97,180.0,DV9367-100
1581,Nike Pegasus 40 (Ohio State),Men,1.0,98.97,140.0,DZ5969-100
1582,Zion 2 TB,Men,1.0,102.97,120.0,DQ7688-170
1583,Nike Air More Uptempo,Men,1.0,85.0,85.0,FJ2708-001
1584,Nike Dunk Mid Premium,Men,1.0,119.97,140.0,FQ8749-010
1585,Nike Dunk Low Retro,Men,1.0,115.0,115.0,FV8106-181
1586,Nike Zoom LeBron 2 LX,Men,1.0,250.0,250.0,
1587,Nike Air Max 1 Premium,Men,1.0,160.0,160.0,FJ4451-100
1588,Nike Air Pegasus '89 Premium,Men,1.0,110.0,110.0,FN6838-012
1589,Nike Pegasus 40 (Stanford),Men,1.0,98.97,140.0,FQ2145-100
1590,Nike On Deck,Men,1.0,18.97,25.0,CU3958-002
1591,Nike Air Force 1 '07 LX,Men,1.0,97.97,140.0,DV0791-200
1592,NikeCourt Air Zoom GP Turbo Osaka Premium,Men,1.0,160.0,160.0,FJ2985-001
1593,Nike Air Max 90,Men,1.0,119.97,140.0,FN6843-100
1594,Nike Invincible 3,Men,1.0,190.0,190.0,FZ5056-103
1595,Nike Air Footscape Woven,Men,2.0,160.0,160.0,
1596,Nike Pegasus 37,Men,1.0,89.97,120.0,BQ9646-004
1597,Nike Air Monarch IV AMP,Men,1.0,110.97,130.0,FB7143-403
1598,Nike Offcourt (Michigan),Men,1.0,28.97,40.0,DD0533-002
1599,Jordan Delta 3 Low,Men,1.0,84.97,140.0,DN2647-100
1600,Duke,Men,1.0,28.97,40.0,DX5211-002
1601,Nike Air Max 97 OG,Men,1.0,111.97,185.0,DM0028-400
1602,Nike Court Legacy Canvas,Men,1.0,55.97,60.0,CW6539-100
1603,Nike Offcourt (Oklahoma),Men,1.0,28.97,40.0,DD0536-002
1604,Nike SFB Field 2 8”,Men,1.0,144.97,175.0,AO7507-001
1605,Nike x Future Movement Air Humara,Men,1.0,115.97,165.0,FQ1099-200
1606,Nike College Air Max SYSTM (Michigan State),Men,1.0,110.0,110.0,DZ7747-001
1607,Nike Air Force 1 '07 Premium,Men,1.0,123.97,145.0,FV3628-031
1608,Jordan Granville Pro,Men,1.0,108.97,135.0,DV1235-100
1609,Nike ZoomX Dragonfly,Men,1.0,89.97,150.0,DR9922-700
1610,Nike SB Zoom Blazer Mid,Men,1.0,67.97,90.0,FD0731-001
1611,Nike Pegasus 40 (NFL Tampa Bay Buccaneers),Men,14.0,112.97,140.0,DZ5995-001
1612,Nike Offcourt (NFL Atlanta Falcons),Men,15.0,40.0,40.0,DD0521-001
1613,Nike Pegasus 40 (NFL Buffalo Bills),Men,15.0,112.97,140.0,DZ5976-001
1614,Nike Pegasus 39 (NFL Chicago Bears),Men,2.0,91.97,140.0,DR2034-400
1615,Nike Offcourt (NFL Minnesota Vikings),Men,1.0,40.0,40.0,DD0554-002
1616,Nike Offcourt (NFL Buffalo Bills),Men,1.0,40.0,40.0,DD0510-002
1617,Nike Offcourt (NFL New York Giants),Men,1.0,40.0,40.0,DD0526-002
1618,Nike Offcourt (NFL Carolina Panthers),Men,1.0,40.0,40.0,DD0540-002
1619,Nike Offcourt (NFL Green Bay Packers),Men,1.0,40.0,40.0,DD0539-002
1620,Nike Offcourt (NFL Indianapolis Colts),Men,1.0,40.0,40.0,DD0517-002
1621,Nike Offcourt (Washington Football Team),Men,1.0,40.0,40.0,DD0543-002
1622,Nike Offcourt (NFL San Francisco 49ers),Men,1.0,40.0,40.0,DD0504-002
1623,Nike Offcourt (NFL New York Jets),Men,1.0,40.0,40.0,DD0528-002
1624,Nike Offcourt (NFL Cincinnati Bengals),Men,1.0,40.0,40.0,DD0511-002
1625,Nike Offcourt (NFL Tennessee Titans),Men,1.0,40.0,40.0,DD0551-002
1626,Nike Offcourt (NFL Jacksonville Jaguars),Men,1.0,40.0,40.0,DD0527-002
1627,Nike Offcourt (NFL Tampa Bay Buccaneers),Men,1.0,40.0,40.0,DD0513-002
1628,Nike Offcourt (NFL Seattle Seahawks),Men,1.0,40.0,40.0,DD0545-002
1629,Nike Offcourt (NFL Los Angeles Rams),Men,1.0,40.0,40.0,DD0556-002
1630,Nike Offcourt (NFL Detroit Lions),Men,1.0,40.0,40.0,DD0530-002
1631,Nike Offcourt (NFL Las Vegas Raiders),Men,1.0,40.0,40.0,DD0542-002
1632,Nike Offcourt (NFL Philadelphia Eagles),Men,1.0,40.0,40.0,DD0523-002
1633,Nike Offcourt (NFL Chicago Bears),Men,1.0,40.0,40.0,DD0508-002
1634,Nike Offcourt (NFL Kansas City Chiefs),Men,1.0,40.0,40.0,DD0515-002
1635,Nike Offcourt (NFL New Orleans Saints),Men,1.0,40.0,40.0,DD0544-002
1636,Nike Offcourt (NFL Baltimore Ravens),Men,1.0,40.0,40.0,DD0546-002
1637,Nike Offcourt (NFL Pittsburgh Steelers),Men,1.0,40.0,40.0,DD0547-002
1638,Nike Offcourt (NFL Los Angeles Chargers),Men,1.0,40.0,40.0,DD0516-002
1639,Nike Offcourt (NFL Arizona Cardinals),Men,1.0,40.0,40.0,DD0514-002
1640,Nike Offcourt (NFL Cleveland Browns),Men,1.0,40.0,40.0,DD0512-002
1641,Nike Offcourt (NFL Atlanta Falcons),Men,1.0,40.0,40.0,DD0521-002
1642,Nike Offcourt (NFL Miami Dolphins),Men,1.0,40.0,40.0,DD0520-002
1643,Nike Offcourt (NFL New England Patriots),Men,1.0,40.0,40.0,DD0541-002
1644,Nike Offcourt (NFL Denver Broncos),Men,1.0,35.0,35.0,DD0509-002
1645,Nike Pegasus 40 (Chelsea FC),Men,4.0,140.0,140.0,FQ2982-401
1646,Nike LeBron 9 Low,Men,1.0,95.97,190.0,DQ6400-300
1647,Nike Offcourt (MLB Philadelphia Phillies),Men,8.0,20.97,40.0,DH6991-001
1648,Nike Offcourt (MLB Colorado Rockies),Men,1.0,40.0,40.0,DH6996-002
1649,Nike Offcourt (MLB Boston Red Sox),Men,1.0,40.0,40.0,DH6994-002
1650,Nike Offcourt (MLB Cincinnati Reds),Men,1.0,40.0,40.0,DH6995-002
1651,Nike Offcourt (MLB San Diego Padres),Men,1.0,40.0,40.0,DH6990-002
1652,Nike Offcourt (MLB Tampa Bay Rays),Men,1.0,40.0,40.0,DH6993-002
1653,Nike Offcourt (MLB Texas Rangers),Men,1.0,40.0,40.0,DH6992-002
1654,Nike Offcourt (MLB Atlanta Braves),Men,1.0,40.0,40.0,DH6971-002
1655,Nike Offcourt (MLB Chicago White Sox),Men,1.0,40.0,40.0,DH7000-002
1656,Nike Offcourt (MLB Philadelphia Phillies),Men,1.0,40.0,40.0,DH6991-002
1657,Nike Offcourt (MLB Los Angeles Dodgers),Men,1.0,40.0,40.0,DH6983-002
1658,Nike Offcourt (MLB Miami Marlins),Men,1.0,40.0,40.0,DH6984-002
1659,Nike Offcourt (MLB New York Yankees),Men,1.0,40.0,40.0,DH7001-002
1660,Nike Offcourt (MLB Los Angeles Angels),Men,1.0,40.0,40.0,DH6979-002
1661,Nike Offcourt (MLB St. Louis Cardinals),Men,1.0,40.0,40.0,DH6974-002
1662,Nike Offcourt (MLB San Francisco Giants),Men,1.0,40.0,40.0,DH6982-002
1663,Nike Offcourt (MLB Detroit Tigers),Men,1.0,40.0,40.0,DH6998-002
1664,Nike Offcourt (MLB Chicago Cubs),Men,1.0,40.0,40.0,DH6973-002
1665,Nike Offcourt (MLB Washington Nationals),Men,1.0,40.0,40.0,DH6988-002
1666,Nike Offcourt (MLB New York Mets),Men,1.0,40.0,40.0,DH6986-002
1667,Nike Offcourt (MLB Oakland Athletics),Men,1.0,40.0,40.0,DH6976-002
1668,Nike Offcourt (MLB Milwaukee Brewers),Men,1.0,40.0,40.0,DH6977-002
1669,Nike Offcourt (MLB Baltimore Orioles),Men,1.0,40.0,40.0,DH6989-002
1670,Nike Offcourt (MLB Houston Astros),Men,1.0,40.0,40.0,DH6978-002
1671,Nike Offcourt (MLB Seattle Mariners),Men,1.0,40.0,40.0,DH6985-002
1672,Nike Offcourt (MLB Cleveland),Men,1.0,40.0,40.0,DH6987-002
1673,Nike Offcourt (MLB Pittsburgh Pirates),Men,1.0,40.0,40.0,DH7002-002
1674,Superstar XLG Shoes,WOMEN Originals,12.0,88.0,110.0,IG9777
1675,Cloudfoam Pure Shoes,Women's Essentials,2.0,45.0,75.0,IG2530
1676,AdiFOM SST Boot Shoes,Women's Originals,3.0,44.0,110.0,IE4614
1677,Racer TR23 Shoes,Women's Sportswear,11.0,56.0,80.0,IF3330
1678,Gazelle Indoor Shoes,WOMEN Originals,2.0,105.0,150.0,IG4994
1679,Cloudfoam Pure Shoes,Women's Sportswear,2.0,45.0,75.0,IF3393
1680,Stan Smith Shoes,Women's Originals,2.0,80.0,100.0,G58184
1681,Gazelle Indoor Shoes,WOMEN Originals,2.0,105.0,150.0,IG4996
1682,Superstar Shoes,Women's Originals,22.0,44.0,110.0,IF7677
1683,OZMILLEN Shoes,Women's Originals,2.0,44.0,110.0,IF6581
1684,AdiFOM SST Boot Shoes,Women's Originals,3.0,44.0,110.0,IE4613
1685,Ultraboost 1.0 Shoes,Women's Sportswear,2.0,160.0,200.0,HR0066
1686,Stan Smith Lux Shoes,WOMEN Originals,8.0,120.0,150.0,HQ6787
1687,Superstar Shoes,Women's Originals,22.0,44.0,110.0,IF7676
1688,AdiFOM SST Boot Shoes,Women's Originals,3.0,44.0,110.0,IG2682
1689,Adizero SL Running Shoes,Women's Running,7.0,48.0,120.0,ID6933
1690,Superstar Shoes,Women's Originals,22.0,80.0,100.0,IE3000
1691,Avryn Shoes,WOMEN Sportswear,18.0,63.0,140.0,IG2372
1692,Puremotion Adapt Shoes,Women's Essentials,7.0,42.0,70.0,ID4430
1693,Superstar XLG Shoes,WOMEN Originals,12.0,77.0,110.0,IF8114
1694,Superstar Millencon Boot Shoes,Women's Originals,2.0,49.0,140.0,IG5320
1695,Superstar Shoes,Women's Originals,22.0,88.0,110.0,IF7615
1696,Superstar XLG Shoes,Women's Originals,3.0,77.0,110.0,IE7377
1697,Y-3 Rivalry,WOMEN Y-3,4.0,240.0,400.0,FZ6396
1698,TERREX Swift R3 GORE-TEX Hiking Shoes,Women's TERREX,4.0,64.0,160.0,IF2403
1699,Superstar XLG Shoes,Women's Originals,3.0,77.0,110.0,IG2972
1700,Crazy 8 Shoes,WOMEN Originals,4.0,98.0,140.0,IE7198
1701,Duramo SL Running Shoes,Women's Running,7.0,49.0,70.0,IF7877
1702,Five Ten Freerider Pro Mountain Bike Shoes,Women's Five Ten,5.0,56.0,160.0,FX4453
1703,Stan Smith CS Shoes,Women's Originals,4.0,80.0,100.0,IG0344
1704,Avacourt Tennis Shoes,Women's Tennis,4.0,45.0,150.0,ID2080
1705,TERREX FREE HIKER 2 C.RDY W,Women's TERREX,2.0,208.0,260.0,IG2368
1706,X_PLRBOOST Shoes,Women's Sportswear,11.0,64.0,160.0,ID9600
1707,Copa Icon Firm Ground Soccer Cleats,WOMEN Soccer,2.0,108.0,180.0,GZ2528
1708,Stan Smith Shoes,Women's Originals,2.0,88.0,110.0,IE4634
1709,TERREX Swift R3 Mid GORE-TEX Hiking Shoes,Women's TERREX,,72.0,180.0,IF2401
1710,NMD_V3 Shoes,Women's Originals,11.0,85.0,170.0,HQ9115
1711,Superstar XLG Shoes,Women's Originals,3.0,77.0,110.0,IG2971
1712,RunFalcon Wide 3 Running Shoes,Women's Running,2.0,43.0,65.0,HP6651
1713,Ultraboost 1.0 Shoes,Women's Sportswear,2.0,67.0,190.0,ID9676
1714,Predator Accuracy.1 Firm Ground Soccer Cleats,WOMEN Soccer,6.0,125.0,250.0,GW4569
1715,TERREX SOULSTRIDE FLOW GTX W,Women's TERREX,2.0,72.0,160.0,ID6715
1716,NMD_V3 Shoes,Women's Originals,11.0,60.0,170.0,GZ2133
1717,Adicane Clogs,WOMEN Sportswear,3.0,38.0,50.0,HQ9918
1718,TERREX Free Hiker 2.0 Hiking Shoes,Women's TERREX,9.0,100.0,200.0,GV8920
1719,Texas A&M Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,70.0,200.0,IG5876
1720,Adizero Boston 12 Running Shoes,Women's Running,5.0,64.0,160.0,IF8170
1721,Adilette Comfort Slides,WOMEN Sportswear,17.0,20.0,40.0,GX9835
1722,Duramo SL Wide Running Shoes,Women's Running,2.0,,,IG0310
1723,adizero Ubersonic 4 Tennis Shoes,Women's Tennis,3.0,,,HQ8392
1724,TERREX Free Hiker 2.0 Hiking Shoes,Women's TERREX,9.0,80.0,200.0,HP7496
1725,NMD_V3 Shoes,Women's Originals,11.0,112.0,160.0,GY4189
1726,TERREX AX4 Mid GORE-TEX Hiking Shoes,Women's TERREX,2.0,,,HQ1049
1727,Kaptir Flow Shoes,Women's Sportswear,6.0,,,IF6603
1728,Adizero SL Running Shoes,Women's Running,,,,ID6946
1729,NMD_R1 Shoes,WOMEN Originals,2.0,,,GZ9257
1730,NMD_R1 Shoes,WOMEN Originals,2.0,120.0,150.0,GZ9260
1731,Terrex Free Hiker 2.0 Low GORE-TEX Hiking Shoes,Women's TERREX,3.0,81.0,180.0,IE7657
1732,Ultraboost Light Shoes,Women's Running,5.0,67.0,190.0,HQ8600
1733,Predator Accuracy Injection+ Firm Ground Soccer Cleats,WOMEN Soccer,,225.0,300.0,IG0769
1734,NMD_R1 Shoes,Women's Originals,50.0,45.0,150.0,GW5699
1735,Adilette Shower Slides,WOMEN Yoga,9.0,24.0,30.0,GZ3779
1736,Copa Icon Firm Ground Soccer Cleats,WOMEN Soccer,2.0,108.0,180.0,GZ2528
1737,AdiFOM SST Boot Shoes,Women's Originals,7.0,44.0,110.0,ID4280
1738,Miami Ultraboost 1.0 Shoes,WOMEN Sportswear,3.0,70.0,200.0,IG5877
1739,Barricade Tennis Shoes,Women's Tennis,4.0,112.0,160.0,ID1555
1740,Ultra 4D Running Shoes,WOMEN Running,7.0,154.0,220.0,IG2260
1741,Nizza Platform Mid Shoes,Women's Originals,7.0,60.0,85.0,FY2782
1742,Supernova 2.0 Running Shoes,Women's Running,7.0,60.0,100.0,GY3528
1743,Predator Accuracy.1 Indoor Soccer Shoes,WOMEN Soccer,,105.0,140.0,GZ0039
1744,Ultraboost Light Running Shoes,Women's Running,5.0,67.0,190.0,IE1775
1745,TERREX Swift R3 Hiking Shoes,Women's TERREX,,60.0,150.0,HQ1059
1746,Five Ten Trailcross GORE-TEX Mountain Bike Shoes,WOMEN Five Ten,3.0,176.0,220.0,IF4941
1747,OZELIA Shoes,Women's Originals,8.0,44.0,110.0,IE9535
1748,Adizero Boston 12 Running Shoes,Women's Running,2.0,128.0,160.0,HQ2170
1749,Adicane Clogs,WOMEN Sportswear,3.0,38.0,50.0,HQ9916
1750,Ultraboost Light Running Shoes,Women's Running,5.0,67.0,190.0,HQ6347
1751,Predator Accuracy.1 Turf Soccer Shoes,WOMEN Soccer,2.0,112.0,140.0,GZ0009
1752,Five Ten Trailcross LT Mountain Bike Shoes,Women's Five Ten,2.0,56.0,140.0,FV4720
1753,Adicane Clogs,WOMEN Sportswear,3.0,40.0,50.0,HQ9917
1754,Rutgers Ultraboost 1.0 Shoes,WOMEN Sportswear,3.0,70.0,200.0,IG5893
1755,Shmoofoil Shoes,WOMEN Originals,3.0,53.0,75.0,IG5268
1756,OZMILLEN Shoes,Women's Originals,2.0,99.0,110.0,IF6582
1757,Five Ten Trailcross LT Mountain Bike Shoes,Women's Five Ten,2.0,56.0,140.0,IF4942
1758,ZG23 Golf Shoes,Women's Golf,3.0,90.0,200.0,GZ2174
1759,Stan Smith Lux Shoes,WOMEN Originals,8.0,95.0,145.0,HP2201
1760,adidas Five Ten Trailcross Pro Clip-in Mountain Bike Shoes,Women's Five Ten,,160.0,200.0,HP9929
1761,The Velosamba Made with Nature Cycling Shoes,WOMEN Cycling,5.0,135.0,150.0,HQ9036
1762,NMD_R1 Shoes,WOMEN Originals,2.0,120.0,150.0,GZ9259
1763,Adizero Ubersonic 4.1 Tennis Shoes,Women's Tennis,4.0,98.0,140.0,IG5467
1764,Ultraboost Light Running Shoes,Women's Running,5.0,67.0,190.0,HP9477
1765,ZG23 BOA Golf Shoes,Women's Golf,,110.0,220.0,GZ2171
1766,Ultraboost Light Running Shoes,Women's Running,5.0,67.0,190.0,HQ6345
1767,Brevard Shoes,Women's Sportswear,2.0,40.0,100.0,HR0277
1768,Y-3 Superstar,WOMEN Y-3,4.0,264.0,330.0,IG3043
1769,TERREX Free Hiker GORE-TEX 2.0 Hiking Shoes,Women's TERREX,8.0,138.0,230.0,HP7494
1770,Ultraboost 1.0 ATR Shoes,WOMEN Sportswear,4.0,140.0,200.0,ID1747
1771,Duramo Speed Running Shoes,Women's Running,11.0,63.0,90.0,ID9854
1772,Terrex Free Hiker 2.0 Low GORE-TEX Hiking Shoes,Women's TERREX,2.0,108.0,180.0,IG3204
1773,Forum Bonega X Shoes,Women's Originals,,72.0,120.0,GY1549
1774,Shmoofoil Shoes,WOMEN Originals,2.0,53.0,75.0,IG5266
1775,Superstar Shoes,Women's Originals,23.0,88.0,110.0,IF7610
1776,TERREX AX4 GORE-TEX Hiking Shoes,Women's TERREX,2.0,66.0,120.0,IF4863
1777,NMD_R1 Shoes,Women's Originals,50.0,48.0,160.0,IG8337
1778,Ultraboost Light Running Shoes,Women's Running,11.0,67.0,190.0,IE1776
1779,TERREX Free Hiker 2.0 Hiking Shoes,Women's TERREX,9.0,100.0,200.0,HP7498
1780,TERREX Skychaser 2.0 GORE-TEX Hiking Shoes,Women's TERREX,,77.0,170.0,HP8706
1781,Crazy 8 Shoes,WOMEN Originals,4.0,98.0,140.0,IF2448
1782,Ultraboost Light Running Shoes,Women's Running,11.0,95.0,190.0,HQ8599
1783,Ultraboost Light Running Shoes,Women's Running,11.0,76.0,190.0,IG7964
1784,Retrocross Spikeless Golf Shoes,Women's Golf,2.0,77.0,110.0,GV6916
1785,X Crazyfast.1 USA Firm Ground Soccer Cleats,WOMEN Soccer,,104.0,260.0,IG0664
1786,Hyperturf Adventure Shoes,WOMEN Originals,13.0,56.0,140.0,HQ4312
1787,Superstar Millencon Boot Shoes,Women's Originals,2.0,49.0,140.0,ID4263
1788,Ultraboost 1.0 Nebraska,WOMEN Sportswear,39.0,120.0,200.0,HQ5873
1789,Top Ten RB Shoes,Women's Originals,2.0,70.0,100.0,HP9549
1790,Adilette Platform Slides,WOMEN Sportswear,2.0,35.0,50.0,HQ6179
1791,Ultraboost Light Running Shoes,Women's Running,11.0,76.0,190.0,IE1757
1792,Stan Smith Lux Shoes,WOMEN Originals,2.0,116.0,145.0,HQ6785
1793,Adizero Boston 12 Running Shoes,Women's Running,5.0,64.0,160.0,ID6898
1794,Switch FWD Running Shoes,Women's Running,6.0,98.0,140.0,ID1790
1795,The Velosamba Made with Nature Cycling Shoes,WOMEN Cycling,5.0,135.0,150.0,IE7022
1796,Adizero SL Running Shoes,Women's Running,7.0,48.0,120.0,HQ7232
1797,S2G Spikeless Golf Shoes,Women's Golf,2.0,70.0,100.0,GV9427
1798,ULTRABOOST LIGHT,WOMEN Running,22.0,76.0,190.0,IE8155
1799,4DFWD 2 Running Shoes,Women's Running,8.0,90.0,200.0,GX9271
1800,Ultraboost Light Running Shoes,Women's Running,11.0,86.0,190.0,IG0747
1801,Superstar PRIDE RM Shoes,WOMEN Originals,,33.0,110.0,ID7493
1802,Stan Smith Shoes,Women's Originals,2.0,66.0,110.0,HQ4404
1803,Astir SN Shoes,Women's Originals,,66.0,110.0,HP2815
1804,Ultraboost Light Running Shoes,Women's Running,11.0,76.0,190.0,IE1692
1805,Box Hog 4 Shoes,WOMEN Boxing,6.0,117.0,130.0,HP6880
1806,Duramo SL Wide Running Shoes,Women's Running,2.0,49.0,70.0,IF9905
1807,Adizero Select Basketball Shoes,WOMEN Basketball,3.0,60.0,120.0,IG5336
1808,The Road BOA Cycling Shoes,WOMEN Cycling,2.0,200.0,250.0,HQ6713
1809,4DFWD 2 Running Shoes,Women's Running,8.0,140.0,200.0,HP7648
1810,ULTRABOOST 22  Running Shoes,Women's Running,10.0,95.0,190.0,GX6670
1811,Exhibit Select Basketball Shoes,Women's Basketball,2.0,84.0,120.0,IE9325
1812,Ultraboost 1.0 Shoes,Women's Sportswear,3.0,147.0,210.0,GY9904
1813,Hyperturf Adventure Shoes,WOMEN Originals,13.0,84.0,140.0,HQ9119
1814,Avryn Shoes,WOMEN Sportswear,18.0,63.0,140.0,IG2374
1815,Ultraboost 1.0 Shoes,Women's Sportswear,3.0,133.0,190.0,ID9675
1816,NMD_R1 Strap Shoes,Women's Originals,2.0,48.0,160.0,HQ4245
1817,Y-3 Superstar,WOMEN Y-3,4.0,198.0,330.0,ID4122
1818,Y-3 Superstar,WOMEN Y-3,4.0,198.0,330.0,ID4122
1819,adidas TERREX + and wander Free Hiker 2.0 Hiking Shoes,Women's TERREX,,88.0,250.0,HQ1443
1820,X Crazyfast.1 Artificial Grass Soccer Cleats,WOMEN Soccer,2.0,195.0,260.0,IE6631
1821,Adicross Hi BOOST Golf Shoes,WOMEN Golf,2.0,126.0,180.0,H03662
1822,Adizero SL Running Shoes,Women's Running,2.0,48.0,120.0,ID6928
1823,Crazy IIInfinity Shoes,WOMEN Originals,3.0,112.0,160.0,IE7689
1824,NMD_R1 Shoes,Women's Originals,50.0,90.0,150.0,HP3012
1825,CODECHAOS 22 Spikeless Golf Shoes,Women's Golf,4.0,98.0,140.0,GX2613
1826,Dropset 2 Training Shoes,Women's Training,4.0,59.0,130.0,IF3197
1827,Avryn Shoes,WOMEN Sportswear,18.0,56.0,140.0,HP5972
1828,Avryn Shoes,WOMEN Sportswear,18.0,56.0,140.0,HP5970
1829,Stan Smith Millencon Shoes,Women's Originals,2.0,63.0,125.0,HQ6041
1830,Louisville Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,140.0,200.0,IG5892
1831,4DFWD 2 Running Shoes,Women's Running,8.0,80.0,200.0,GX9265
1832,Nizza Platform Shoes,Women's Originals,10.0,56.0,80.0,IG5058
1833,NMD_R1 Shoes,Women's Originals,50.0,83.0,150.0,GW9473
1834,Stan Smith PRIDE RM Shoes,WOMEN Originals,,39.0,110.0,ID7494
1835,Five Ten Trailcross Clip-In Mountain Bike Shoes,Women's Five Ten,4.0,132.0,165.0,GZ9840
1836,Five Ten Freerider Canvas Mountain Bike Shoes,Women's Five Ten,4.0,55.0,110.0,GZ4655
1837,Dropset 2 Training Shoes,WOMEN Training,5.0,104.0,130.0,HQ8775
1838,Hyperturf Shoes,WOMEN Originals,13.0,56.0,140.0,GX2022
1839,Web BOOST Shoes,WOMEN Sportswear,4.0,56.0,160.0,IF5282
1840,NC State Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,140.0,200.0,IG5878
1841,KU Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,140.0,200.0,IG5890
1842,Ultraboost 1.0 Shoes,Women's Sportswear,4.0,105.0,190.0,IF5274
1843,Avryn Shoes,WOMEN Sportswear,18.0,56.0,140.0,HP5974
1844,X_PLRBOOST Shoes,Women's Sportswear,11.0,56.0,160.0,ID9584
1845,Indiana Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,140.0,200.0,IG5880
1846,Georgia Tech Ultraboost 1.0 Shoes,WOMEN Sportswear,17.0,140.0,200.0,IG5887
1847,PureHustle 2 Elite Cleats,Women's Softball,,44.0,110.0,FY4393
1848,NMD_R1 Shoes,Women's Originals,50.0,90.0,150.0,GZ9593
1849,NMD_R1 Shoes,Women's Originals,50.0,90.0,150.0,GW9477
