,ShoeName,Category,no_colors,price_reduce,price,product_code
3679,Mayze Classic Women's SneakersPuma Black,Women,2.0,90.0,90.0,384209_02
3680,ULTRA ULTIMATE FG/AG Women's Soccer CleatsUltra Blue-PUMA White-Pro Green,Women,2.0,220.0,220.0,107507_03
3681,Mayze Stack Injex Women's SandalsFrosted Ivory,Women,2.0,60.0,60.0,389454_05
3682,Velophasis Multi SneakersChocolate Chip-Flaxen,Women,1.0,120.0,120.0,393449_02
3683,Palermo SneakersCobalt Glaze-PUMA White,Women,5.0,90.0,90.0,396463_07
3684,Run XX NITRO™ 2 Women's Running ShoesKoral Ice-Speed Green,Women,2.0,140.0,140.0,378482_02
3685,Clyde Tokyo SneakersSedate Gray-Pinktastic,Women,1.0,110.0,110.0,393078_01
3686,SEASONS Voyage NITRO™ 3 Women's Running ShoesAlpine Snow-Ultra Blue-Yellow Burst,Women,5.0,140.0,140.0,377746_05
3687,ForeverRun NITRO™ Women's Running ShoesPUMA White-Cherry Tomato,Women,2.0,150.0,150.0,309758_01
3688,Blacktop Rider Women's SneakersPUMA White-Frosty Pink,Women,1.0,90.0,90.0,395461_11
3689,Fuse 2.0 Women's Training ShoesPUMA Black-PUMA White-Dark Coal,Women,1.0,100.0,100.0,378823_01
3690,Clyde OG PUMA 75th Year Anniversary Celebration SneakersPersian Blue-Orange Brick,Women,1.0,100.0,100.0,393326_01
3691,Velophasis Technisch Sneakers PUMA White-PUMA Black,Women,3.0,120.0,120.0,390932_01
3692,Scuderia Ferrari Clyde Garage Crews SneakersRosso Corsa-Warm White,Women,2.0,90.0,90.0,307826_02
3693,Scuderia Ferrari Clyde Garage Crews SneakersPUMA Black-Warm White,Women,2.0,90.0,90.0,307826_01
3694,PWR NITRO™ Squared Women's Training ShoesPUMA White-Speed Green,Women,3.0,120.0,120.0,378688_02
3695,Magnify NITRO™ 2 Women's Running ShoesPUMA Black-Koral Ice-Speed Green,Women,1.0,140.0,140.0,378906_01
3696,Clyde OG PUMA 75th Year Anniversary Celebration PRM SneakersSedate Gray-Sedate Gray,Women,1.0,100.0,100.0,393314_02
3697,Run XX NITRO™ 2 Women's Running ShoesPUMA Black-Koral Ice-Speed Green-PUMA Silver,Women,2.0,140.0,140.0,378482_01
3698,Electrify NITRO™ 3 Women's Running ShoesPUMA Black-Peach Smoothie-Speed Green,Women,3.0,100.0,100.0,378456_03
3699,ForeverRun NITRO™ Women's Running ShoesCherry Tomato-PUMA Black,Women,2.0,150.0,150.0,309758_02
3700,Velophasis Phased Women's SneakersPUMA Black-Intense Lavender,Women,1.0,120.0,120.0,394508_03
3701,Pulsar Wedge Deboss Women's SneakersPristine-Prairie Tan,Women,1.0,110.0,110.0,396449_01
3702,PWR NITRO™ Squared Women's Training ShoesPUMA Black-Bold Blue-Future Pink,Women,3.0,120.0,120.0,378688_03
3703,CA Pro Women's SneakersPUMA White-Warm White,Women,1.0,100.0,100.0,394749_01
3704,Palermo SneakersPelé Yellow-Club Red,Women,5.0,90.0,90.0,396463_01
3705,Dinara Women's BootsChocolate,Women,2.0,100.0,100.0,394786_04
3706,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesDusty Tan,Women,2.0,160.0,160.0,378437_02
3707,PUMA x CIELE Deviate NITRO™ 2 Women's Running ShoesVibrant Red,Women,2.0,160.0,160.0,378437_01
3708,Palermo SneakersClub Red-Club Navy,Women,5.0,90.0,90.0,396463_09
3709,PUMA-180 PRM Women's SneakersPUMA White-Icy Blue-Warm White,Women,2.0,110.0,110.0,393764_03
3710,Magnify NITRO™ 2 Women's Running ShoesAsh Gray-PUMA White-Yellow Burst-Vivid Violet,Women,2.0,140.0,140.0,377540_05
3711,PUMA-180 PRM Women's SneakersFrosted Ivory-PUMA White,Women,2.0,110.0,110.0,393764_02
3712,Deviate NITRO™ Elite 2 'Marathon Series' Women's Running ShoesPUMA Black-Strawberry Burst-Yellow Blaze,Women,1.0,200.0,200.0,378454_01
3713,Fuse 2.0 Women's Training ShoesPUMA White-Fire Orchid-PUMA Black,Women,3.0,100.0,100.0,376169_10
3714,SEASONS Voyage NITRO™ 3 Women's Running ShoesPUMA Black-Cool Dark Gray-PUMA Silver,Women,5.0,140.0,140.0,377746_01
3715,PWRSPIN Indoor Cycling ShoesUltra Orange-PUMA Black,Women,1.0,120.0,120.0,378096_02
3716,SEASONS Voyage NITRO™ 3 Women's Running ShoesCool Dark Gray-Koral Ice,Women,5.0,140.0,140.0,377746_03
3717,FUTURE ULTIMATE FG/AG Women's Soccer CleatsPersian Blue-PUMA White-Pro Green,Women,1.0,220.0,220.0,107356_03
3718,PUMA x FIRST MILE Velocity NITRO™ 2 Women's Running ShoesWarm White-Bright Melon,Women,1.0,130.0,130.0,379114_01
3719,PWR XX NITRO™ Luxe Retro Glam Women's Training ShoesPUMA Black-Cool Dark Gray-PUMA Silver,Women,1.0,110.0,110.0,378791_01
3720,Liberate NITRO™ 2 Women's Running ShoesIcy Blue-PUMA Silver-Regal Blue,Women,2.0,120.0,120.0,377316_07
3721,SEASONS Fast-Trac NITRO™ GORE-TEX® Women's Running ShoesPUMA Black-Fire Orchid,Women,1.0,140.0,140.0,377063_04
3722,SEASONS Explore NITRO™ Women's Hiking ShoesPUMA Black-Platinum Gray,Women,3.0,110.0,110.0,377855_01
3723,SEASONS Voyage NITRO™ 3 GORE-TEX Women's Trail Running ShoesAstro Red-Fire Orchid-PUMA Black,Women,1.0,160.0,160.0,377839_02
3724,Electrify NITRO™ 3 Women's Running ShoesFire Orchid-Ultra Blue,Women,3.0,100.0,100.0,378456_05
3725,Liberate NITRO™ 2 Women's Running ShoesFire Orchid-PUMA Silver-Icy Blue,Women,2.0,120.0,120.0,377316_09
3726,Velocity NITRO™ 2 GORE-TEX® Women's Running ShoesPUMA Black-Purple Pop-Yellow Burst,Women,1.0,140.0,140.0,377508_04
3727,Deviate NITRO™ 2 'Marathon Series' Women's Running ShoesPUMA Black-Strawberry Burst-Yellow Blaze,Women,1.0,170.0,170.0,378684_01
3728,Palermo Special Women's SneakersPink Delight-PUMA Green-Gum,Women,1.0,90.0,90.0,397858_01
3729,Puma-180 Corduroy Women's SneakersEucalyptus-PUMA White,Women,1.0,100.0,100.0,396383_02
3730,SEASONS Explore NITRO™ Women's Hiking ShoesAsh Gray-Alpine Snow-Koral Ice,Women,3.0,110.0,110.0,377855_06
3731,Palermo SneakersVine-Clementine,Women,5.0,90.0,90.0,396463_05
3732,PUMA x CIELE ForeverRun NITRO™ Women's Running ShoesPUMA Black,Women,1.0,160.0,160.0,379288_01
3733,Velophasis Technisch Sneakers Warm White-Yellow Burst-Parakeet Green,Women,3.0,120.0,120.0,390932_09
3734,BMW M Motorsport RS-Puls Women's SneakersPUMA Black-Cool Cobalt-Pop Red,Women,1.0,120.0,120.0,307761_01
3735,SEASONS Fast-Trac NITRO™ 2 Women's Running ShoesNeon Sun-Alpine Snow-PUMA Black,Women,2.0,120.0,120.0,307685_04
3736,SEASONS Fast-Trac NITRO™ 2 Women's Running ShoesAsh Gray-PUMA Black-Koral Ice,Women,2.0,120.0,120.0,307685_03
3737,Fuse 2.0 Nova Shine Training Women's ShoesPUMA Black-Cool Dark Gray,Women,1.0,100.0,100.0,377942_01
3738,Deviate NITRO™ Elite 2 Women's Running ShoesPUMA White-Fire Orchid-Ultra Blue-PUMA Black,Women,2.0,200.0,200.0,377787_03
3739,SEASONS Voyage NITRO™ 3 Women's Running ShoesActive Red-Ocean Tropic-Lime Pow,Women,5.0,140.0,140.0,377746_07
3740,Velophasis 'Retreat Yourself' Women's SneakersPure Green-Green Illusion,Women,1.0,120.0,120.0,395997_01
3741,SEASONS Fast-Trac Apex NITRO™ Women's Running ShoesKoral Ice-Cool Mid Gray-PUMA Black,Women,1.0,150.0,150.0,378551_04
3742,PUMA x LEMLEM Velocity NITRO™ 2 Women's Running ShoesGhost Pepper-PUMA Black-Pink Glimmer,Women,1.0,160.0,160.0,379115_01
3743,PUMA x CIELE Fast-R NITRO™ Elite Women's Running ShoesDusty Tan,Women,1.0,250.0,250.0,378435_02
3744,Fast-FWD NITRO™ Elite Women's Running ShoesFire Orchid-Ultra Blue-PUMA White,Women,1.0,220.0,220.0,376592_05
3745,SEASONS Explore NITRO™ Women's Hiking ShoesDark Jasper-PUMA Black-Fire Orchid,Women,3.0,110.0,110.0,377855_08
3746,PWR NITRO™ Squared Women's Training ShoesPUMA Black-PUMA White,Women,3.0,120.0,120.0,378688_01
3747,Palermo Women's Leather SneakersPUMA White-Vapor Gray-Gum,Women,2.0,90.0,90.0,397647_01
3748,PUMA x LEMLEM NITRO™ Luxe Training Shoes WomenYellow Burst-Racing Blue-Pink Glimmer,Women,1.0,130.0,130.0,379040_01
3749,Palermo SneakersFresh Mint-Fast Pink,Women,5.0,90.0,90.0,396463_02
3750,Deviate NITRO™ 2 Women's Running ShoesPoison Pink-PUMA Black-PUMA White,Women,3.0,160.0,160.0,376855_25
3751,Cali Dream Leather Women's SneakersPuma Black,Women,1.0,90.0,90.0,383157_02
3752,Deviate NITRO™ Elite 2 Women's Running ShoesFire Orchid-Ultra Blue-PUMA White,Women,2.0,200.0,200.0,377787_02
3753,Fuse 2.0 Women's Training ShoesPuma Black-Metallic Gold,Women,3.0,90.0,90.0,376169_01
3754,Fast-R NITRO™ Elite Women's Running ShoesFor All Time Red-Ultra Blue,Women,2.0,260.0,260.0,376311_04
3755,SEASONS Voyage NITRO™ 2 Women's Running ShoesAdriatic-PUMA Black-Ravish,Women,1.0,130.0,130.0,376946_08
3756,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPUMA Black-PUMA White,Women,6.0,125.0,125.0,379082_05
3757,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPUMA White-Clyde Royal,Women,6.0,125.0,125.0,379082_04
3758,Fast-R NITRO™ Elite Women's Running ShoesPUMA White-Fire Orchid,Women,2.0,260.0,260.0,376311_05
3759,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPUMA White-For All Time Red,Women,6.0,125.0,125.0,379082_03
3760,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPUMA White-PUMA Black,Women,6.0,125.0,125.0,379082_02
3761,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPUMA White-Platinum Gray,Women,6.0,125.0,125.0,379082_01
3762,STEWIE x TEAM Stewie 2 Women's Basketball ShoesPlatinum Gray-PUMA White,Women,6.0,125.0,125.0,379082_06
3763,Cali Court Fall Tones Women's SneakersWarm White-Toasted Almond-Cashew,Women,1.0,85.0,85.0,396444_01
3764,Clyde ATL SneakersBright Melon-Frosted Ivory,Women,1.0,90.0,90.0,393084_01
3765,Palermo Women's SneakersCobalt Glaze-PUMA White,Women,2.0,90.0,90.0,397643_07
3766,PUMA x TROPHY HUNTING All-Pro NITRO™ Women's Basketball ShoesFrosted Ivory-Pebble,Women,1.0,110.0,110.0,379181_01
3767,ForeverRun NITRO™ Women's Running ShoesKoral Ice-Speed Green,Women,1.0,160.0,160.0,378469_01
3768,STEWIE x STEW YORK Stewie 2 Women's Basketball ShoesElectric Peppermint-PUMA Gold,Women,1.0,125.0,125.0,310565_01
3769,PUMA x TROPHY HUNTING Suede Women's SneakersVine-Frosted Ivory,Women,1.0,90.0,90.0,394175_01
3770,Fuse 2.0 Women's Training ShoesPUMA Black-Icy Blue-Speed Green,Women,3.0,100.0,100.0,376169_12
3771,PUMA x TROPHY HUNTING Slipstream Lo Women's SneakersFrosted Ivory-Eggnog,Women,1.0,130.0,130.0,394174_01
3772,Mayze Mix Women's SneakersPUMA White-Icy Blue,Women,1.0,90.0,90.0,387468_06
3773,PWR XX NITRO™ Luxe Women's Training ShoesDark Clove-PUMA Black-Rose Gold,Women,1.0,110.0,110.0,377892_10
3774,Defy Mid Women's Training ShoesPuma Black-Gold,Women,1.0,59.99,100.0,195027_02
3775,Mayze Chelsea Suede Women's BootsPuma Black,Women,2.0,79.99,100.0,382829_01
3776,Future Rider PEB Women's SneakersPUMA White-Frosted Ivory-Puma Team Gold,Women,1.0,59.99,80.0,392699_01
3777,CA Pro Embroidered Women's SneakersPUMA White-Peach Smoothie-Flaxen,Women,1.0,47.99,80.0,396073_01
3778,CA Pro PRM Women's SneakersFeather Gray-Warm White,Women,1.0,47.99,80.0,394750_02
3779,Mayze Chelsea Suede Women's BootsTaffy,Women,2.0,79.99,100.0,382829_04
3780,Future Rider Concrete Camo SneakersInky Blue-PUMA Black-Sand Dune,Women,1.0,72.99,85.0,396672_01
3781,RS-X 'Women On The Ball' Women's SneakersHot Heat-Frosted Ivory,Women,1.0,59.99,110.0,392514_01
3782,Defy Varsity Mid Women's SneakersPuma White-Metallic Gold,Women,1.0,54.99,100.0,191667_02
3783,Suede Classic XXI Women's SneakersIcy Blue-PUMA White,Women,6.0,49.99,75.0,381410_85
3784,Shibusa Women's SlidesPUMA Black-PUMA Black,Women,2.0,29.99,50.0,389082_01
3785,RS-X Efekt Lux Women's SneakersIsland Pink-PUMA White,Women,1.0,65.99,120.0,393771_01
3786,Mayze Stack Chelsea Women's Winter BootsPUMA Black,Women,2.0,87.99,110.0,393201_03
3787,Mayze Mid Gentle Women's SneakersPUMA Black,Women,1.0,79.99,100.0,393085_01
3788,Suede Classic Selflove Women's SneakersAsh Gray-Frosted Ivory,Women,2.0,44.99,80.0,393031_02
3789,Suede Classic Selflove Women's SneakersWarm White-Granola,Women,2.0,44.99,80.0,393031_01
3790,PUMA NYC Rider FV Flagship Play Women's SneakersParisian Night-Pristine-Warm Earth,Women,1.0,54.99,100.0,393343_01
3791,Mayze Stack Chelsea Women's Winter BootsChocolate Chip,Women,2.0,87.99,110.0,393201_02
3792,Cali Dream Preppy Women's SneakersPUMA White-Warm White-Pearl Pink,Women,1.0,49.99,90.0,389876_02
3793,Cali Dream Star Quality Women's SneakersPuma White-Nimbus Cloud,Women,1.0,49.99,90.0,387150_01
3794,PUMA x LEMLEM Slipstream Mid Sneakers WomenGhost Pepper-Frosty Pink,Women,1.0,92.99,110.0,393987_01
3795,ULTRA ULTIMATE FG/AG Women's Soccer CleatsPUMA White-PUMA Black-Fire Orchid,Women,2.0,164.99,220.0,107507_01
3796,KING ULTIMATE FG/AG Women's Soccer CleatsPUMA White-PUMA Black-Fast Yellow-Electric Peppermint,Women,1.0,159.99,200.0,107262_02
3797,Suede Artisan Women's SneakersWarm White-PUMA White,Women,1.0,39.99,75.0,389844_01
3798,PUMA x LIBERTY Mayze Women's SneakersWarm White-PUMA Black,Women,1.0,59.99,120.0,394885_01
3799,Suede Brand Love Women's SneakersPUMA Black-Hot Heat,Women,1.0,44.99,75.0,395480_01
3800,Slipstream Women's SneakersPUMA White-Peach Smoothie,Women,4.0,44.99,85.0,386270_15
3801,KING ULTIMATE FG/AG Women's Soccer CleatsSilver Sky-PUMA Black-Fire Orchid,Women,2.0,149.99,200.0,107565_01
3802,Shibusa Women's SlidesPristine-Pristine,Women,2.0,29.99,50.0,389082_02
3803,Teveris NITRO™ Tonal Women's SneakersAsh Gray-Concrete Gray-Sedate Gray-Alpine Snow-PUMA Silver,Women,1.0,79.99,100.0,395119_01
3804,Mayze Stack Luxe Women's SneakersPUMA White-Marshmallow,Women,2.0,56.99,95.0,389853_04
3805,Capri Royale Suede SneakersFlat Dark Gray-Frosted Ivory,Women,2.0,44.99,80.0,393752_01
3806,PUMA x LEMLEM Suede Women's SneakersFrosty Pink-Ghost Pepper,Women,1.0,68.99,85.0,394009_01
3807,TRC Mira Summer Women's SneakersGranola-Day Dream,Women,1.0,49.99,100.0,389894_02
3808,Capri Royale Suede SneakersConcrete Gray-Frosted Ivory,Women,2.0,44.99,80.0,393752_02
3809,RS-X Faded Women's SneakersGlowing Pink-Desert Clay-PUMA White,Women,1.0,65.99,120.0,392884_02
3810,Slipstream Women's SneakersPUMA White-Lavender Fog-Anise Flower,Women,4.0,44.99,85.0,386270_09
3811,Teveris NITRO™ Preppy Women's SneakersPUMA White-Pearl Pink,Women,1.0,65.99,100.0,391096_02
3812,Teveris NITRO™ Metallic Women's SneakersPUMA White-Summer Green,Women,2.0,49.99,100.0,391098_07
3813,Suede Classic Beach Days Women's SneakersFrosty Pink-Flaxen,Women,2.0,39.99,80.0,393032_01
3814,BMW M Motorsport Spina NITRO™ Women's SneakersPUMA White-Pop Red,Women,1.0,69.99,130.0,307874_01
3815,PUMA x THE RAGGED PRIEST Slipstream Women's SneakersPUMA Black-Vivid Violet,Women,2.0,63.99,95.0,391013_01
3816,Mayze Artisan Women's SneakersPUMA White,Women,1.0,49.99,95.0,391086_01
3817,Slipstream Infuse Women's SneakersToasted-PUMA White,Women,1.0,54.99,100.0,393777_01
3818,Suede Classic Beach Days Women's SneakersWarm White-Spring Fern,Women,2.0,39.99,80.0,393032_02
3819,PUMA x THE RAGGED PRIEST Slipstream Women's SneakersPUMA White-Vivid Violet,Women,2.0,63.99,95.0,391013_02
3820,Slipstream Luxury Women's SneakersGranola-PUMA White,Women,1.0,49.99,85.0,393193_01
3821,Teveris NITRO™ Metallic Women's SneakersPUMA White-Warm White,Women,2.0,49.99,100.0,391098_01
3822,TRC Mira Brighter Days Women's SneakersPUMA White-Ravish,Women,1.0,54.99,100.0,389893_01
3823,PUMA x DUA LIPA Cell Dome King Women's SneakersPuma Black-Poppy Red-Blue Glow,Women,1.0,59.99,150.0,387289_01
3824,CA Pro NYC Women's SneakersSand Dune-Green Fog-Fall Foliage,Women,1.0,54.99,100.0,396115_01
3825,Suede Classic XXI Women's SneakersLily Pad-Lily Pad,Women,6.0,44.99,75.0,381410_73
3826,Suede Mayu Women's SandalsFast Yellow-Marble-Warm White,Women,1.0,39.99,70.0,383380_06
3827,Mayze Stack Leather Women's SneakersPuma Black,Women,1.0,59.99,115.0,384412_02
3828,Slipstream Uninvisible Women's SneakersPUMA White-Pristine,Women,1.0,58.99,95.0,391226_01
3829,ULTRA ULTIMATE Brillance FG/AG Women's Soccer CleatsPUMA White-PUMA Black-Spring Lavender-Minty Burst,Women,1.0,106.99,220.0,107329_01
3830,TRC Mira Star Quality Women's SneakersPuma White-Nimbus Cloud,Women,1.0,49.99,100.0,387157_01
3831,Slipstream Women's SneakersPUMA White-Spring Lavender,Women,4.0,44.99,85.0,386270_14
3832,PUMA x LIBERTY Slipstream Women's SneakersVine-Pristine,Women,1.0,70.99,95.0,391570_01
3833,Suede Camowave Earth Women's SneakersDusty Tan-Granola-PUMA White,Women,1.0,42.99,85.0,393402_03
3834,PUMA x RON FUNCHES RS-X Women's Sneaker Platinum Gray-Platinum Gray,Women,1.0,59.99,120.0,389161_01
3835,Suede NYC Women's SneakersGreen Fog-PUMA White-Sand Dune,Women,1.0,42.99,85.0,396113_01
3836,Slipstream Women's SneakersPuma White-Marshmallow-Purple Charcoal,Women,4.0,44.99,85.0,386270_02
3837,Suede Mayu Pop Women's SandalsPuma White-Nimbus Cloud-Fizzy Melon,Women,1.0,33.99,70.0,384433_02
3838,Mayze Beach Days Women's SneakersPUMA White-Frosty Pink,Women,1.0,49.99,95.0,393077_01
3839,Mayze Lucky Charm Women's SneakersPUMA White,Women,1.0,59.99,100.0,389585_01
3840,PUMA NYC Cali Sport Flagship Play Women's SneakersPUMA White-Parisian Night-Vine,Women,1.0,59.99,120.0,393340_01
3841,ULTRA Ultimate FG/AG Women's Soccer CleatsFizzy Light-Parisian Night-Blue Glimmer,Women,1.0,87.99,200.0,106898_01
3842,Slipstream Lo Self-Love Women's SneakersPUMA White-Warm White,Women,1.0,63.99,85.0,393049_01
3843,SEASONS Fast-Trac NITRO™ Women's Running ShoesFast Yellow-PUMA Black,Women,1.0,89.99,120.0,377046_09
3844,RS-X Cuddle Women's SneakersPastel Parchment-Peach Pink-Ocean Dive,Women,1.0,54.99,110.0,385517_02
3845,FUTURE 1.4 FG/AG Women's Soccer CleatsFiery Coral-Fizzy Light-Puma Black-Salmon,Women,1.0,87.99,200.0,107093_02
3846,Suede Classic XXI SneakersPuma Black-Puma White,Men,9.0,75.0,75.0,374915_01
3847,PUMA HOOPS x GREMLINS All Pro NITRO™ Men's Basketball ShoesPUMA White,Men,1.0,140.0,140.0,379303_01
3848,PUMA x LAMELO BALL MB.03 Toxic Men's Basketball ShoesPurple Glimmer-Green Gecko,Men,1.0,125.0,125.0,378916_01
3849,Suede Classic XXI SneakersPeacoat-Puma White,Men,9.0,75.0,75.0,374915_04
3850,Suede Classic XXI SneakersPuma Black-Puma Black,Men,9.0,75.0,75.0,374915_12
3851,Suede Classic XXI SneakersSteel Gray-Puma White,Men,9.0,75.0,75.0,374915_07
3852,Suede Classic XXI SneakersHigh Risk Red-Puma White,Men,9.0,75.0,75.0,374915_02
3853,Suede Classic XXI SneakersCabernet-Puma White,Men,9.0,75.0,75.0,374915_06
3854,PUMA x LAMELO BALL MB.03 Chino Hills Men's Basketball ShoesFeather Gray-Lime Smash,Men,1.0,125.0,125.0,379235_01
3855,PUMA x LAMELO BALL MB.03 LaFrancé Men's Basketball ShoesFluro Green Pes-PUMA Green-Fluro Yellow Pes,Men,1.0,125.0,125.0,379233_01
3856,Voltaic Evo Running ShoePUMA Black-Stormy Slate-For All Time Red,Men,3.0,80.0,80.0,379601_01
3857,PUMA x LAMELO BALL MB.01 Lo Men's Basketball ShoesPuma White-Silver,Men,2.0,120.0,120.0,376941_04
3858,Suede Classic XXI SneakersHoney Mustard-Puma White,Men,9.0,75.0,75.0,374915_05
3859,Voltaic Evo Running ShoeClub Navy-PUMA Black-Electric Lime,Men,3.0,80.0,80.0,379601_03
3860,Deviate NITRO™ 2 Men's Running ShoesPuma Black,Men,3.0,160.0,160.0,376807_01
3861,Speedcat Shield SD Driving ShoesMyrtle-Myrtle-PUMA Black,Men,2.0,90.0,90.0,387272_05
3862,FENTY x PUMA Creeper Phatty Men's SneakersPUMA Black-Warm White-Gum,Men,3.0,140.0,140.0,396403_01
3863,Roma Classic Gum SneakersPuma White-Puma Team Gold,Men,2.0,70.0,70.0,366408_01
3864,RS-XK SneakersPUMA Black-PUMA Black,Men,2.0,110.0,110.0,392787_07
3865,PUMA x LAMELO BALL MB.01 Golden Child Men's Basketball ShoesMetallic Gold-Fiery Coral,Men,1.0,140.0,140.0,379223_01
3866,PUMA x LAMELO BALL RS-X Pocket LaFrancé Men's SneakersFor All Time Red-Dark Orange-PUMA Black,Men,1.0,130.0,130.0,395542_01
3867,PUMA x SPARCO Future Cat OG Driving ShoesReflex Blue C-PUMA White-Sedate Gray,Men,2.0,100.0,100.0,307936_02
3868,Basket Classic XXI Men's SneakersPuma White-Puma Black,Men,3.0,75.0,75.0,374923_02
3869,Basket Classic XXI Men's SneakersPuma White-Puma White,Men,3.0,75.0,75.0,374923_01
3870,RS-XK SneakersAlpine Snow-Alpine Snow,Men,2.0,110.0,110.0,392787_04
3871,Suede Classic XXI SneakersGray Violet-Puma White,Men,9.0,75.0,75.0,374915_03
3872,PUMA x LAMELO BALL x DEXTER'S LABORATORY MB.03 Men's Basketball ShoesPoison Pink-Fluro Orange Pes,Men,1.0,135.0,135.0,379330_01
3873,Suede Gum Men's SneakersPuma Black-Gum,Men,2.0,75.0,75.0,381174_01
3874,Suede Classic XXI SneakersMalachite-PUMA White,Men,9.0,75.0,75.0,374915_89
3875,CA Pro Classic SneakersPuma White,Men,2.0,80.0,80.0,380190_01
3876,Suede Gum Men's SneakersPebble-Gum,Men,2.0,75.0,75.0,381174_02
3877,Speedcat Shield SD Driving ShoesAsh Gray-For All Time Red-PUMA Black,Men,2.0,90.0,90.0,387272_04
3878,PUMA-180 Corduroy Men's SneakersWarm White-Warm White,Men,1.0,100.0,100.0,394873_01
3879,Blktop Rider Lithium Men's SneakersInky Blue-Persian Blue,Men,2.0,90.0,90.0,393152_01
3880,RS-X Hi Men's SneakersPUMA Black-Shadow Gray,Men,2.0,140.0,140.0,392718_01
3881,Suede Pumpkin Pie Men's SneakersPumpkin Pie-Amber,Men,1.0,75.0,75.0,393260_01
3882,Deviate NITRO™ Elite 2 'Marathon Series' Men's Running ShoesPUMA Black-PUMA Silver-Yellow Blaze,Men,1.0,200.0,200.0,378453_01
3883,PUMA x TMC Clyde OG SneakersPuma White-Puma White,Men,1.0,80.0,80.0,387286_01
3884,Basket Classic XXI Men's SneakersPuma Black-Puma Black,Men,3.0,75.0,75.0,374923_03
3885,PUMA x SPARCO Future Cat OG Driving ShoesPUMA Black-PUMA White-Dark Coal,Men,2.0,100.0,100.0,307936_01
3886,Voltaic Evo Running ShoeFor All Time Red-PUMA Black-Gray Fog,Men,3.0,80.0,80.0,379601_02
3887,Fuse 2.0 Men's Training ShoesPUMA Black,Men,8.0,100.0,100.0,376151_19
3888,Porsche Legacy Speedcat Driving ShoesSand Dune-Bold Blue-PUMA White,Men,1.0,110.0,110.0,307211_07
3889,SCUDERIA FERRARI x JOSHUA VIDES Men's Tuff SlippersRosso Corsa-PUMA Black,Men,1.0,65.0,65.0,307997_01
3890,PUMA x LAMELO BALL MB.01 Lo Men's Basketball ShoesPUMA Black-PUMA Black,Men,2.0,115.0,115.0,376941_12
3891,Roma Classic Gum SneakersPuma Black-Puma Team Gold,Men,2.0,70.0,70.0,366408_02
3892,PUMA x TMC Ralph Sampson All Star Men's SneakersPUMA White-PUMA Navy-PUMA Silver,Men,1.0,90.0,90.0,397418_01
3893,Fuse 2.0 Men's Training ShoesPuma Black-CASTLEROCK,Men,8.0,100.0,100.0,376151_04
3894,SCUDERIA FERRARI x JOSHUA VIDES Suede Men's SneakersPUMA White-PUMA Black,Men,1.0,100.0,100.0,307999_01
3895,Mercedes-AMG Petronas Motorsport RS-X Motorsport Men's ShoesPUMA Black-Dusty Green-Neon Sun,Men,1.0,100.0,100.0,307648_04
3896,CA Pro Mid SneakersPuma White-Puma Team Gold,Men,4.0,90.0,90.0,386759_01
3897,Clyde Core Foil Men's SneakersPuma White-Puma New Navy-Puma Team Gold,Men,2.0,80.0,80.0,364669_02
3898,CA Pro Lux Soft SneakersAlpine Snow-Warm White,Men,2.0,80.0,80.0,393747_01
3899,Leadcat 2.0 SlidesPuma White-Puma Black,Men,3.0,30.0,30.0,384139_02
3900,Future Rider Play On Men's SneakersPink Delight-PUMA Green,Men,2.0,80.0,80.0,393473_18
3901,ForeverRun NITRO™ Men's Running ShoesPUMA White-PUMA Silver-Cherry Tomato,Men,2.0,150.0,150.0,380017_01
3902,Scoot Zeros Georgia Peach Men's Basketball ShoesPassionfruit-PUMA Green-Peach Fizz,Men,1.0,100.0,100.0,379908_07
3903,CA Pro OW SneakersGranola-PUMA Black-Puma Team Gold,Men,2.0,100.0,100.0,393490_04
3904,Speedcat Shield SneakersPUMA White-PUMA Black-Vapor Gray,Men,1.0,90.0,90.0,397116_01
3905,Scuderia Ferrari Speedcat Driving ShoesPUMA Black-PUMA White,Men,2.0,90.0,90.0,307822_01
3906,FENTY x PUMA AVANTI L Men's SneakersDark Myrtle,Men,2.0,160.0,160.0,398352_02
3907,SCUDERIA FERRARI x JOSHUA VIDES RS-X Men's SneakersRosso Corsa-Frosted Ivory,Men,1.0,120.0,120.0,307817_01
3908,CA Pro Suede Nubuck SneakersSedate Gray-PUMA White,Men,1.0,100.0,100.0,396704_02
3909,Future Rider Play On Men's SneakersCobalt Glaze-Pelé Yellow,Men,2.0,80.0,80.0,393473_17
3910,King Ultimate FG/AG Men's Soccer CleatsPUMA Black-PUMA White-Fire Orchid,Men,3.0,200.0,200.0,107563_01
3911,ULTRA ULTIMATE FG/AG Men's Soccer CleatsPUMA Black-Asphalt,Men,4.0,220.0,220.0,107311_02
3912,Clyde Core Foil Men's SneakersPuma White-Puma Black-Puma Team Gold,Men,2.0,80.0,80.0,364669_01
3913,BMW M Motorsport RS-X SneakersPUMA White,Men,1.0,120.0,120.0,307784_02
