,n_reviews,size,comfort,quality,star_rating,product_code
2273,1.0,,,0.0,5.0,307913_01
2274,3.0,,,33.3,3.0,376922_01
2275,4.0,,,75.0,4.3,106879_04
2276,0.0,,,,0.0,388557_02
2277,95.0,,,70.4,3.9,194095_09
2278,2.0,,,50.0,2.5,107521_01
2279,0.0,,,,0.0,394017_01
2280,1.0,,,,3.0,107522_01
2281,2.0,,,100.0,5.0,388920_06
2282,4.0,,,100.0,5.0,307462_05
2283,3.0,,,100.0,4.7,307322_01
2284,0.0,,,,0.0,390052_02
2285,14.0,,,100.0,4.8,392725_07
2286,188.0,,,80.4,4.1,353572_04
2287,188.0,,,80.4,4.1,353572_11
2288,188.0,,,80.4,4.1,353572_12
2289,77.0,,,91.9,4.4,307171_01
2290,77.0,,,91.9,4.4,307171_07
2291,77.0,,,91.9,4.4,307171_05
2292,188.0,,,80.4,4.1,353572_17
2293,31.0,,,70.4,4.4,380205_03
2294,77.0,,,91.9,4.4,307171_04
2295,31.0,,,70.4,4.4,380205_01
2296,77.0,,,91.9,4.4,307171_06
2297,31.0,,,70.4,4.4,380205_02
2298,31.0,,,70.4,4.4,380205_16
2299,0.0,,,,0.0,396057_01
2300,0.0,,,,0.0,379098_01
2301,0.0,,,,0.0,393199_01
2302,,,,,,FLC0310S2602A
2303,,,,,,FLC015044221A
2304,,,,,,FLC0H9026391B
2305,,,,,,FLC051044211A
2306,,,,,,FGC0AI024031B
2307,,,,,,FLC0310S2622A
2308,,,,,,FLC0260S2522A
2309,,,,,,FLC0310S2532A
2310,,,,,,FLC0IA0AR972A
2311,,,,,,FLC0310S2612A
2312,,,,,,FLC0AX032671A
2313,,,,,,FLC0DN0AR952A
2314,,,,,,FLC0DY0AR942A
2315,,,,,,FLC0DN0AR932A
2316,,,,,,FLC0260S2552A
2317,,,,,,FLC0H40S9652A
2318,,,,,,FLC0H40R1972A
2319,,,,,,FLC0Z3024031B
2320,,,,,,FLC0510R1982A
2321,,,,,,FLC0H40S7612A
2322,,,,,,FLC0H40S9662A
2323,,,,,,FLC0IA0AR992A
2324,,,,,,FLC051016461A
2325,,,,,,FLC0310T9022A
2326,,,,,,FLC0H40R1952A
2327,,,,,,FLC0310T9062A
2328,,,,,,FLC0510R1962A
2329,,,,,,FLC0H40S7582A
2330,,,,,,FLC0260U2632A
2331,,,,,,FLC0AI027271A
2332,,,,,,FLC0H40T3272A
2333,,,,,,FLC0310T9032A
2334,,,,,,FLC0H40S7602A
2335,,,,,,FLC0AR028921A
2336,,,,,,FLC0H9025631B
2337,,,,,,FLC0150S0142A
2338,,,,,,FLC0180T0952A
2339,,,,,,FLC0310V3382A
2340,,,,,,FLC0BA025011A
2341,,,,,,FLC0H40U6372A
2342,,,,,,FLC0H40T0772A
2343,,,,,,FLC0180U6602A
2344,,,,,,FLC0H40S7592A
2345,,,,,,FLC0H40T0782A
2346,,,,,,FLC0510T0802A
2347,,,,,,FLC0AI025371B
2348,,,,,,FLC0R9025031A
2349,,,,,,FLC0DY0T7822A
2350,,,,,,FLC0310T9042A
2351,,,,,,FLC0260U2622A
2352,,,,,,FLC0H40T0762A
2353,,,,,,FLC0H40U3342A
2354,,,,,,FLC0R70U3282A
2355,,,,,,FLC051017981A
2356,,,,,,FLC0510T0572A
2357,,,,,,FLC0AI024471A
2358,,,,,,FLC0510T7112A
2359,,,,,,FLC0H40U3332A
2360,,,,,,FLC0260U2552A
2361,,,,,,FLC0BA025051A
2362,,,,,,FLC0510T0792A
2363,,,,,,FLC0Z3022441A
2364,,,,,,FLC0Z3028911A
2365,,,,,,FLC0260V3482A
2366,,,,,,FLC0180U6582A
2367,,,,,,FLC0260U2592A
2368,,,,,,FLC0G2025001A
2369,,,,,,FLC0H40T0752A
2370,,,,,,FLC0180T0962A
2371,,,,,,FLC0B3024821B
2372,,,,,,FLC0180V3482A
2373,,,,,,FLC0Z3022431A
2374,,,,,,FGC026041122A
2375,,,,,,FGC0Y9039132A
2376,,,,,,FGC0Z7044742A
2377,,,,,,FGC0Z7041612A
2378,,,,,,FGC0Z7044752A
2379,,,,,,FGC0Y9040822A
2380,,,,,,FGC0Z7041642A
2381,,,,,,FGC0L4033001A
2382,,,,,,FGC026041142A
2383,,,,,,FGC0Y9039142A
2384,,,,,,FGC0Z7040072A
2385,,,,,,FGC0C8012921B
2386,,,,,,FGC0Y9041192A
2387,,,,,,FGC0DN0AR892A
2388,,,,,,FGC0DY0AR872A
2389,,,,,,FGC0H40S9622A
2390,,,,,,FGC0DN0AR922A
2391,,,,,,FGC0DN0AR882A
2392,,,,,,FGC0H40S7552A
2393,,,,,,FGC0H40S9632A
2394,,,,,,FGC0Y9040932A
2395,,,,,,FGC0H40S7562A
2396,,,,,,FGC0H40S9642A
2397,,,,,,FGC0Z3024211C
2398,,,,,,FGC0510R2012A
2399,,,,,,FGC0DN0AR912A
2400,,,,,,FGC0510R2022A
2401,,,,,,FGC0BB033761A
2402,,,,,,FGC0H40S7542A
2403,,,,,,FGC0H40S7572A
2404,,,,,,FGC0510R2032A
2405,,,,,,FGC0EM0S0152A
2406,,,,,,FGC0H40T3262A
2407,,,,,,FGC0180T8762A
2408,,,,,,FGC0510R1992A
2409,,,,,,FGC0180T8752A
2410,,,,,,FGC0B3025091A
2411,,,,,,FGC051028671A
2412,,,,,,FGC0510S0112A
2413,,,,,,FGC0V2025091A
2414,,,,,,FGC0DY0S0072A
2415,,,,,,FGC0510R2062A
2416,,,,,,FGC0180V3512A
2417,,,,,,FGC0G2030171A
2418,,,,,,FGC0H40U8442A
2419,,,,,,FGC089024571A
2420,,,,,,FGC0H40U8012A
2421,,,,,,FGC0150S0032A
2422,,,,,,FGC0Z7041542A
2423,,,,,,FGC028030281A
2424,,,,,,FGC031039112A
2425,,,,,,FGC0Z7041632A
2426,,,,,,FGC0150S0042A
2427,,,,,,FGC031039122A
2428,,,,,,FGC0L4037411A
2429,,,,,,FGC0H40U8002A
2430,,,,,,FGC0AR025091A
2431,,,,,,FGC051019771A
2432,,,,,,FGC0AJ024991A
2433,,,,,,FGC0510S0102A
2434,,,,,,FGC0H40U8422A
2435,,,,,,FGC0510R2002A
2436,,,,,,FGC0510T7812A
2437,,,,,,FGC0510T7052A
2438,,,,,,FGC0510R2042A
2439,,,,,,FGC0Y9039162A
2440,,,,,,FGC0AR025131A
2441,,,,,,FGC051019021A
2442,,,,,,FGC0Y9040922A
2443,,,,,,FGC0Y9040392A
2444,,,,,,FGC0180T0592A
2445,,,,,,FGC0GF0R6821Z
2446,,,,,,FGC0Z7040132A
2447,,,,,,FGC0Y9040372A
2448,,,,,,FGC0Y9040762A
2449,,,,,,FGC0Y9040732A
2450,,,,,,FGC0Y9040752A
2451,,,,,,FGC0Y9040902A
2452,,,,,,FGC031039102A
2453,,,,,,FGC0Z7041592A
2454,,,,,,FGC0H40W7082A
2455,,,,,,FGC0DN032122A
2456,,,,,,FGC0Y9040772A
2457,,,,,,FGC0Z7040082A
2458,,,,,,FGC0Z7045232A
2459,,,,,,FGC0H4020401A
2460,,,,,,FGC0C30V0672A
2461,,,,,,FGC0H40U8432A
2462,,,,,,FGC0510S0062A
2463,,,,,,FGC0260U3112A
2464,,,,,,FGC0Y9032762A
2465,,,,,,FGC0Y9032772A
2466,,,,,,FGC0Y9039172A
2467,,,,,,FGC0Z7039792A
2468,,,,,,FGC0Z7041622A
2469,,,,,,FGC0260U2742A
2470,,,,,,FGC0Y9032092A
2471,,,,,,FGC0Y9040952A
2472,,,,,,FGC0DY0T7782A
2473,,,,,,FGC0510R2052A
2474,,,,,,FGC0Y9037612A
2475,,,,,,FGC0Z7041562A
2476,,,,,,FGC0EM0S0162A
2477,,,,,,FGC0Z7040102A
2478,,,,,,FGC0150S0122A
2479,,,,,,FGC0DY0S0082A
2480,,,,,,FGC0L4033131A
2481,,,,,,FGC0L4037301A
2482,,,,,,FGC0Y9032792A
2483,,,,,,FGC0Z7041652A
